Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_173	30866	3184	103.16	0	1592	99	143	0.69
SCAF_174	30739	70	2.28	0	35	1	2	0.50
SCAF_175	30330	2364	77.94	0	1182	113	71	1.59
SCAF_176	30301	2196	72.47	0	1098	76	70	1.09
SCAF_177	30226	2444	80.86	0	1222	139	101	1.38
SCAF_178	30187	1756	58.17	0	878	75	62	1.21
SCAF_179	30183	6408	212.30	0	3204	245	472	0.52
SCAF_18	160122	15132	94.50	0	7566	830	648	1.28
SCAF_180	30131	3732	123.86	0	1866	173	137	1.26
SCAF_181	30071	2736	90.98	0	1368	160	123	1.30
SCAF_182	30032	4784	159.30	0	2392	236	227	1.04
SCAF_183	30005	612	20.40	0	306	23	20	1.15
SCAF_184	29541	3676	124.44	0	1838	140	72	1.94
SCAF_185	29415	2326	79.08	0	1163	107	74	1.45
SCAF_186	29375	5282	179.81	0	2641	210	359	0.58
SCAF_187	29360	2396	81.61	0	1198	89	77	1.16
SCAF_188	29327	3646	124.32	0	1823	244	222	1.10
SCAF_189	29236	2526	86.40	0	1263	104	96	1.08
SCAF_19	139354	5098	36.58	0	2549	259	150	1.73
SCAF_190	29216	5444	186.34	0	2722	166	155	1.07
SCAF_191	29200	2940	100.68	0	1470	73	87	0.84
SCAF_192	29083	342	11.76	0	171	8	3	2.67
SCAF_193	29081	3032	104.26	0	1516	109	114	0.96
SCAF_194	28863	904	31.32	0	452	17	15	1.13
SCAF_195	28688	3456	120.47	0	1728	101	131	0.77
SCAF_196	28688	5656	197.16	0	2828	194	375	0.52
SCAF_197	28670	3384	118.03	0	1692	178	162	1.10
SCAF_198	28585	3332	116.56	0	1666	162	163	0.99
SCAF_199	28585	2840	99.35	0	1420	113	77	1.47
SCAF_2	4079479	0	0.00	0	0	0	0	0
SCAF_20	131876	17800	134.98	0	8900	1095	840	1.30
SCAF_200	28563	7610	266.43	0	3805	293	562	0.52
SCAF_201	28551	2714	95.06	0	1357	78	102	0.76
SCAF_202	28219	6112	216.59	0	3056	234	429	0.55
SCAF_203	28217	2178	77.19	0	1089	95	77	1.23
SCAF_204	28187	3536	125.45	0	1768	77	68	1.13
SCAF_205	28138	4610	163.84	0	2305	114	313	0.36
SCAF_206	28111	3660	130.20	0	1830	95	171	0.56
SCAF_207	27959	3962	141.71	0	1981	210	195	1.08
SCAF_208	27935	100	3.58	0	50	0	1	0.00
SCAF_209	27830	5270	189.36	0	2635	166	324	0.51
SCAF_21	130124	14242	109.45	0	7121	829	703	1.18
SCAF_210	27781	5330	191.86	0	2665	135	342	0.39
SCAF_211	27774	3366	121.19	0	1683	248	196	1.27
SCAF_212	27772	1692	60.92	0	846	86	101	0.85
SCAF_213	27728	2586	93.26	0	1293	127	110	1.15
SCAF_214	27690	7040	254.24	0	3520	235	473	0.50
SCAF_215	27659	36	1.30	0	18	0	0	0
SCAF_216	27637	2696	97.55	0	1348	131	98	1.34
SCAF_217	27634	2954	106.90	0	1477	121	126	0.96
SCAF_218	27594	3640	131.91	0	1820	202	182	1.11
SCAF_219	27563	2114	76.70	0	1057	42	47	0.89
SCAF_22	121580	16652	136.96	0	8326	1008	766	1.32
SCAF_220	27545	3954	143.55	0	1977	248	211	1.18
SCAF_221	27530	5046	183.29	0	2523	185	317	0.58
SCAF_222	27515	1794	65.20	0	897	45	59	0.76
SCAF_223	27476	3556	129.42	0	1778	105	208	0.50
SCAF_224	27450	3394	123.64	0	1697	81	148	0.55
SCAF_225	27344	2428	88.79	0	1214	61	82	0.74
SCAF_226	27270	2764	101.36	0	1382	147	117	1.26
SCAF_227	27232	3038	111.56	0	1519	99	142	0.70
SCAF_228	27189	3100	114.02	0	1550	82	66	1.24
SCAF_229	27037	2238	82.78	0	1119	81	75	1.08
SCAF_23	117381	16078	136.97	0	8039	891	686	1.30
SCAF_230	26948	1852	68.72	0	926	97	80	1.21
SCAF_231	26899	4198	156.07	0	2099	138	279	0.49
SCAF_232	26856	4626	172.25	0	2313	136	257	0.53
SCAF_233	26767	2158	80.62	0	1079	73	84	0.87
SCAF_234	26700	0	0.00	0	0	0	0	0
SCAF_235	26660	210	7.88	0	105	5	1	5.00
SCAF_236	26499	7916	298.73	0	3958	225	649	0.35
SCAF_237	26482	2314	87.38	0	1157	104	90	1.16
SCAF_238	26369	3320	125.91	0	1660	116	232	0.50
SCAF_239	26171	5258	200.91	0	2629	181	378	0.48
SCAF_24	115879	13066	112.76	0	6533	662	548	1.21
SCAF_240	26148	2736	104.64	0	1368	93	121	0.77
SCAF_241	26131	3368	128.89	0	1684	179	144	1.24
SCAF_242	26114	5280	202.19	0	2640	147	370	0.40
SCAF_243	26085	3138	120.30	0	1569	111	182	0.61
SCAF_244	26060	2436	93.48	0	1218	69	105	0.66
SCAF_245	25968	3222	124.08	0	1611	99	159	0.62
SCAF_246	25946	70	2.70	0	35	0	0	0
SCAF_247	25940	3670	141.48	0	1835	210	218	0.96
SCAF_248	25895	1690	65.26	0	845	37	64	0.58
SCAF_249	25885	6422	248.10	0	3211	261	465	0.56
SCAF_25	115495	20092	173.96	0	10046	914	960	0.95
SCAF_250	25884	2780	107.40	0	1390	140	120	1.17
SCAF_251	25874	2260	87.35	0	1130	61	65	0.94
SCAF_252	25864	1978	76.48	0	989	46	51	0.90
SCAF_253	25825	3728	144.36	0	1864	118	229	0.52
SCAF_254	25798	4650	180.25	0	2325	128	124	1.03
SCAF_255	25728	1910	74.24	0	955	53	59	0.90
SCAF_256	25725	3062	119.03	0	1531	87	129	0.67
SCAF_257	25720	2604	101.24	0	1302	124	112	1.11
SCAF_258	25700	4310	167.70	0	2155	124	126	0.98
SCAF_259	25645	2620	102.16	0	1310	95	122	0.78
SCAF_26	113072	14226	125.81	0	7113	827	593	1.39
SCAF_260	25595	3512	137.21	0	1756	159	133	1.20
SCAF_261	25593	5236	204.59	0	2618	201	401	0.50
SCAF_262	25592	4612	180.21	0	2306	155	296	0.52
SCAF_263	25481	2712	106.43	0	1356	127	103	1.23
SCAF_264	25444	4358	171.28	0	2179	287	241	1.19
SCAF_265	25436	3600	141.53	0	1800	90	195	0.46
SCAF_266	25377	2364	93.16	0	1182	133	79	1.68
SCAF_267	25340	3166	124.94	0	1583	215	170	1.26
SCAF_268	25329	3646	143.95	0	1823	128	184	0.70
SCAF_269	25264	2468	97.69	0	1234	72	120	0.60
SCAF_27	110609	27836	251.66	0	13918	2259	796	2.84
SCAF_270	25225	4336	171.89	0	2168	95	260	0.37
SCAF_271	25206	2610	103.55	0	1305	58	58	1.00
SCAF_272	25161	2398	95.31	0	1199	96	88	1.09
SCAF_273	25090	2530	100.84	0	1265	66	90	0.73
SCAF_274	24834	2902	116.86	0	1451	74	137	0.54
SCAF_275	24832	3970	159.87	0	1985	203	159	1.28
SCAF_276	24811	2678	107.94	0	1339	133	93	1.43
SCAF_277	24713	2108	85.30	0	1054	100	101	0.99
SCAF_278	24673	3542	143.56	0	1771	96	196	0.49
SCAF_279	24542	4744	193.30	0	2372	196	291	0.67
SCAF_28	109542	6962	63.56	0	3481	360	250	1.44
SCAF_280	24528	2394	97.60	0	1197	83	86	0.97
SCAF_281	24435	1286	52.63	0	643	45	23	1.96
SCAF_282	24359	1844	75.70	0	922	64	93	0.69
SCAF_283	24173	2772	114.67	0	1386	128	134	0.96
SCAF_284	24152	62	2.57	0	31	0	1	0.00
SCAF_285	24110	1346	55.83	0	673	32	37	0.86
SCAF_286	24066	1390	57.76	0	695	33	20	1.65
SCAF_287	23981	1022	42.62	0	511	24	24	1.00
SCAF_288	23980	3104	129.44	0	1552	115	168	0.68
SCAF_289	23950	2614	109.14	0	1307	104	109	0.95
SCAF_29	108319	29148	269.09	0	14574	1943	1196	1.62
SCAF_290	23945	2334	97.47	0	1167	96	115	0.83
SCAF_291	23886	2950	123.50	0	1475	103	138	0.75
SCAF_292	23860	1592	66.72	0	796	57	26	2.19
SCAF_293	23814	4374	183.67	0	2187	192	321	0.60
SCAF_294	23796	5520	231.97	0	2760	131	375	0.35
SCAF_295	23767	7150	300.84	0	3575	250	488	0.51
SCAF_296	23762	2960	124.57	0	1480	78	55	1.42
SCAF_297	23695	3654	154.21	0	1827	189	153	1.24
SCAF_298	23666	2646	111.81	0	1323	77	106	0.73
SCAF_299	23648	2284	96.58	0	1142	91	53	1.72
SCAF_3	3666439	0	0.00	0	0	0	0	0
SCAF_30	107902	14094	130.62	0	7047	574	245	2.34
SCAF_300	23643	52	2.20	0	26	0	0	0
SCAF_301	23638	1470	62.19	0	735	51	34	1.50
SCAF_302	23633	5754	243.47	0	2877	133	423	0.31
SCAF_303	23629	4992	211.27	0	2496	156	347	0.45
SCAF_304	23571	3530	149.76	0	1765	188	176	1.07
SCAF_305	23555	2186	92.80	0	1093	111	87	1.28
SCAF_306	23322	1350	57.89	0	675	58	58	1.00
SCAF_307	23295	4386	188.28	0	2193	120	311	0.39
SCAF_308	23075	4	0.17	0	2	0	0	0
SCAF_309	23057	3922	170.10	0	1961	134	291	0.46
SCAF_31	106626	9908	92.92	0	4954	467	200	2.33
SCAF_310	23011	5768	250.66	0	2884	198	427	0.46
SCAF_311	22999	1218	52.96	0	609	32	31	1.03
SCAF_312	22896	6198	270.70	0	3099	231	494	0.47
SCAF_313	22877	1432	62.60	0	716	55	46	1.20
SCAF_314	22871	52	2.27	0	26	0	2	0.00
SCAF_315	22844	1978	86.59	0	989	48	31	1.55
SCAF_316	22844	1812	79.32	0	906	54	101	0.53
SCAF_317	22833	3842	168.27	0	1921	175	265	0.66
SCAF_318	22713	2854	125.65	0	1427	70	59	1.19
SCAF_319	22685	1862	82.08	0	931	59	69	0.86
SCAF_32	102192	12966	126.88	0	6483	633	347	1.82
SCAF_320	22653	2028	89.52	0	1014	58	63	0.92
SCAF_321	22554	5276	233.93	0	2638	183	358	0.51
SCAF_322	22539	4226	187.50	0	2113	112	259	0.43
SCAF_323	22525	1548	68.72	0	774	71	36	1.97
SCAF_324	22489	3234	143.80	0	1617	229	159	1.44
SCAF_325	22468	2392	106.46	0	1196	107	90	1.19
SCAF_326	22392	22	0.98	0	11	0	0	0
SCAF_327	22337	1348	60.35	0	674	35	49	0.71
SCAF_328	22280	0	0.00	0	0	0	0	0
SCAF_329	22245	2524	113.46	0	1262	81	106	0.76
SCAF_33	98221	14516	147.79	0	7258	866	760	1.14
SCAF_330	22040	2296	104.17	0	1148	83	96	0.86
SCAF_331	22029	1260	57.20	0	630	21	28	0.75
SCAF_332	21923	3832	174.79	0	1916	129	220	0.59
SCAF_333	21867	1140	52.13	0	570	40	25	1.60
SCAF_334	21813	4296	196.95	0	2148	154	254	0.61
SCAF_335	21800	2698	123.76	0	1349	115	111	1.04
SCAF_336	21691	2106	97.09	0	1053	50	47	1.06
SCAF_337	21675	2540	117.19	0	1270	63	95	0.66
SCAF_338	21621	2484	114.89	0	1242	67	60	1.12
SCAF_339	21529	2240	104.05	0	1120	63	56	1.12
SCAF_34	97882	13870	141.70	0	6935	872	669	1.30
SCAF_340	21472	2430	113.17	0	1215	79	71	1.11
SCAF_341	21449	3776	176.05	0	1888	121	181	0.67
SCAF_342	21444	5776	269.35	0	2888	412	144	2.86
SCAF_343	21365	2684	125.63	0	1342	88	156	0.56
SCAF_344	21355	1566	73.33	0	783	98	59	1.66
SCAF_345	21334	4324	202.68	0	2162	161	302	0.53
SCAF_346	21294	8	0.38	0	4	0	2	0.00
SCAF_347	21288	1976	92.82	0	988	54	57	0.95
SCAF_348	21209	1192	56.20	0	596	76	55	1.38
SCAF_349	21199	1550	73.12	0	775	43	40	1.07
SCAF_35	95705	6684	69.84	0	3342	123	109	1.13
SCAF_350	21189	1788	84.38	0	894	27	23	1.17
SCAF_351	21106	2202	104.33	0	1101	152	120	1.27
SCAF_352	21098	1420	67.30	0	710	50	51	0.98
SCAF_353	21078	1364	64.71	0	682	54	53	1.02
SCAF_354	20991	1884	89.75	0	942	72	77	0.94
SCAF_355	20981	656	31.27	0	328	11	8	1.38
SCAF_356	20980	4504	214.68	0	2252	145	274	0.53
SCAF_357	20976	1638	78.09	0	819	37	68	0.54
SCAF_358	20871	1480	70.91	0	740	48	37	1.30
SCAF_359	20831	1930	92.65	0	965	53	66	0.80
SCAF_36	94431	9650	102.19	0	4825	588	420	1.40
SCAF_360	20777	1700	81.82	0	850	41	60	0.68
SCAF_361	20737	2634	127.02	0	1317	78	136	0.57
SCAF_362	20702	3454	166.84	0	1727	156	172	0.91
SCAF_363	20586	316	15.35	0	158	22	10	2.20
SCAF_364	20574	2438	118.50	0	1219	124	122	1.02
SCAF_365	20553	1040	50.60	0	520	33	30	1.10
SCAF_366	20522	1626	79.23	0	813	45	57	0.79
SCAF_367	20517	1512	73.69	0	756	57	47	1.21
SCAF_368	20452	1394	68.16	0	697	71	63	1.13
SCAF_369	20438	2410	117.92	0	1205	146	119	1.23
SCAF_37	92851	10490	112.98	0	5245	491	402	1.22
SCAF_370	20350	3284	161.38	0	1642	82	82	1.00
SCAF_371	20349	2476	121.68	0	1238	72	68	1.06
SCAF_372	20285	800	39.44	0	400	50	16	3.12
SCAF_373	20282	1488	73.37	0	744	47	22	2.14
SCAF_374	20282	52	2.56	0	26	0	1	0.00
SCAF_375	20179	2684	133.01	0	1342	95	105	0.90
SCAF_376	20174	5640	279.57	0	2820	194	393	0.49
SCAF_377	20160	4340	215.28	0	2170	143	292	0.49
SCAF_378	20157	32	1.59	0	16	0	0	0
SCAF_379	20150	2026	100.55	0	1013	102	97	1.05
SCAF_38	89142	9696	108.77	0	4848	582	453	1.28
SCAF_380	20140	1872	92.95	0	936	49	48	1.02
SCAF_381	20082	2772	138.03	0	1386	103	132	0.78
SCAF_382	20068	1910	95.18	0	955	50	65	0.77
SCAF_383	20052	2148	107.12	0	1074	78	88	0.89
SCAF_384	20039	2268	113.18	0	1134	114	114	1.00
SCAF_385	20036	2424	120.98	0	1212	105	86	1.22
SCAF_386	20004	4282	214.06	0	2141	146	320	0.46
SCAF_387	19967	2256	112.99	0	1128	63	107	0.59
SCAF_388	19953	3776	189.24	0	1888	189	137	1.38
SCAF_389	19874	1766	88.86	0	883	42	35	1.20
SCAF_39	88257	10504	119.02	0	5252	470	421	1.12
SCAF_390	19870	112	5.64	0	56	0	1	0.00
SCAF_391	19819	2836	143.10	0	1418	67	138	0.49
SCAF_392	19814	2160	109.01	0	1080	60	62	0.97
SCAF_393	19805	1472	74.32	0	736	82	64	1.28
SCAF_394	19796	4754	240.15	0	2377	134	346	0.39
SCAF_395	19788	98	4.95	0	49	0	1	0.00
SCAF_396	19769	2778	140.52	0	1389	64	116	0.55
SCAF_397	19737	1882	95.35	0	941	105	72	1.46
SCAF_398	19694	4118	209.10	0	2059	166	204	0.81
SCAF_399	19627	3970	202.27	0	1985	132	258	0.51
SCAF_4	2601389	0	0.00	0	0	0	0	0
SCAF_40	85354	12738	149.24	0	6369	726	606	1.20
SCAF_400	19559	3404	174.04	0	1702	137	202	0.68
SCAF_401	19529	3202	163.96	0	1601	126	180	0.70
SCAF_402	19485	1814	93.10	0	907	62	71	0.87
SCAF_403	19440	1838	94.55	0	919	77	75	1.03
SCAF_404	19429	1624	83.59	0	812	53	53	1.00
SCAF_405	19412	1446	74.49	0	723	49	57	0.86
SCAF_406	19412	2650	136.51	0	1325	100	127	0.79
SCAF_407	19392	2190	112.93	0	1095	75	96	0.78
SCAF_408	19383	1414	72.95	0	707	43	51	0.84
SCAF_409	19350	1976	102.12	0	988	66	76	0.87
SCAF_41	82239	8676	105.50	0	4338	599	393	1.52
SCAF_410	19334	3554	183.82	0	1777	130	207	0.63
SCAF_411	19319	590	30.54	0	295	9	6	1.50
SCAF_412	19298	3198	165.72	0	1599	237	155	1.53
SCAF_413	19281	2994	155.28	0	1497	162	129	1.26
SCAF_414	19250	1542	80.10	0	771	84	76	1.11
SCAF_415	19240	2616	135.97	0	1308	109	137	0.80
SCAF_416	19198	1672	87.09	0	836	86	50	1.72
SCAF_417	19156	1424	74.34	0	712	32	54	0.59
SCAF_418	19069	0	0.00	0	0	0	0	0
SCAF_419	19061	1462	76.70	0	731	61	42	1.45
SCAF_42	77162	8038	104.17	0	4019	522	362	1.44
SCAF_420	19040	1576	82.77	0	788	41	53	0.77
SCAF_421	19012	4802	252.58	0	2401	148	306	0.48
SCAF_422	18950	840	44.33	0	420	41	28	1.46
SCAF_423	18945	4594	242.49	0	2297	158	357	0.44
SCAF_424	18943	1248	65.88	0	624	39	31	1.26
SCAF_425	18932	2548	134.59	0	1274	85	149	0.57
SCAF_426	18882	1884	99.78	0	942	64	91	0.70
SCAF_427	18874	2354	124.72	0	1177	112	107	1.05
SCAF_428	18866	2020	107.07	0	1010	104	81	1.28
SCAF_429	18866	1678	88.94	0	839	97	88	1.10
SCAF_43	76714	10388	135.41	0	5194	638	479	1.33
SCAF_430	18815	2992	159.02	0	1496	68	141	0.48
SCAF_431	18805	2016	107.21	0	1008	120	110	1.09
SCAF_432	18790	2790	148.48	0	1395	151	141	1.07
SCAF_433	18773	1764	93.96	0	882	57	57	1.00
SCAF_434	18766	1466	78.12	0	733	68	50	1.36
SCAF_435	18753	1376	73.37	0	688	69	56	1.23
SCAF_436	18746	730	38.94	0	365	73	38	1.92
SCAF_437	18721	4026	215.05	0	2013	101	328	0.31
SCAF_438	18669	2000	107.13	0	1000	60	63	0.95
SCAF_439	18588	1162	62.51	0	581	52	23	2.26
SCAF_44	76272	7402	97.05	0	3701	296	171	1.73
SCAF_440	18561	2984	160.77	0	1492	102	95	1.07
SCAF_441	18530	2082	112.36	0	1041	114	74	1.54
SCAF_442	18489	1786	96.60	0	893	51	73	0.70
SCAF_443	18479	1900	102.82	0	950	48	76	0.63
SCAF_444	18424	1866	101.28	0	933	103	66	1.56
SCAF_445	18396	4280	232.66	0	2140	134	277	0.48
SCAF_446	18392	1280	69.60	0	640	75	52	1.44
SCAF_447	18255	2436	133.44	0	1218	74	115	0.64
SCAF_448	18252	1996	109.36	0	998	99	90	1.10
SCAF_449	18248	3532	193.56	0	1766	116	244	0.48
SCAF_45	73110	17110	234.03	0	8555	445	1255	0.35
SCAF_450	18208	1256	68.98	0	628	35	34	1.03
SCAF_451	18202	2260	124.16	0	1130	83	85	0.98
SCAF_452	18192	1930	106.09	0	965	51	65	0.78
SCAF_453	18150	1240	68.32	0	620	40	46	0.87
SCAF_454	18134	1342	74.00	0	671	32	59	0.54
SCAF_455	18114	1506	83.14	0	753	30	49	0.61
SCAF_456	18112	1460	80.61	0	730	46	44	1.05
SCAF_457	18054	3190	176.69	0	1595	191	153	1.25
SCAF_458	18006	4088	227.04	0	2044	159	297	0.54
SCAF_459	18000	1684	93.56	0	842	45	48	0.94
SCAF_46	72118	9914	137.47	0	4957	659	545	1.21
SCAF_460	17967	1766	98.29	0	883	74	56	1.32
SCAF_461	17943	2440	135.99	0	1220	81	88	0.92
SCAF_462	17929	1378	76.86	0	689	52	18	2.89
SCAF_463	17921	794	44.31	0	397	14	19	0.74
SCAF_464	17913	4692	261.93	0	2346	194	328	0.59
SCAF_465	17912	1988	110.99	0	994	75	119	0.63
SCAF_466	17886	1520	84.98	0	760	56	42	1.33
SCAF_467	17859	822	46.03	0	411	37	12	3.08
SCAF_468	17837	1074	60.21	0	537	43	41	1.05
SCAF_469	17802	1522	85.50	0	761	46	53	0.87
SCAF_47	70166	9696	138.19	0	4848	579	481	1.20
SCAF_470	17776	1024	57.61	0	512	40	53	0.75
SCAF_471	17682	1580	89.36	0	790	40	67	0.60
SCAF_472	17646	2242	127.05	0	1121	121	71	1.70
SCAF_473	17646	1508	85.46	0	754	76	54	1.41
SCAF_474	17642	154	8.73	0	77	0	2	0.00
SCAF_475	17613	294	16.69	0	147	5	5	1.00
SCAF_476	17602	1520	86.35	0	760	46	23	2.00
SCAF_477	17571	1304	74.21	0	652	29	31	0.94
SCAF_478	17535	3204	182.72	0	1602	111	179	0.62
SCAF_479	17528	922	52.60	0	461	15	11	1.36
SCAF_48	69627	9790	140.61	0	4895	558	505	1.10
SCAF_480	17503	3070	175.40	0	1535	108	210	0.51
SCAF_481	17502	2084	119.07	0	1042	72	110	0.65
SCAF_482	17480	1910	109.27	0	955	47	91	0.52
SCAF_483	17476	1846	105.63	0	923	66	91	0.73
SCAF_484	17457	1174	67.25	0	587	37	42	0.88
SCAF_485	17386	4484	257.91	0	2242	174	306	0.57
SCAF_486	17362	4180	240.76	0	2090	172	319	0.54
SCAF_487	17332	2004	115.62	0	1002	62	130	0.48
SCAF_488	17327	3888	224.39	0	1944	120	284	0.42
SCAF_489	17303	4232	244.58	0	2116	162	313	0.52
SCAF_49	69624	5234	75.18	0	2617	167	81	2.06
SCAF_490	17273	4134	239.33	0	2067	111	296	0.38
SCAF_491	17245	2924	169.56	0	1462	117	71	1.65
SCAF_492	17239	4168	241.78	0	2084	109	388	0.28
SCAF_493	17219	4520	262.50	0	2260	162	325	0.50
SCAF_494	17218	2340	135.90	0	1170	76	128	0.59
SCAF_495	17211	2072	120.39	0	1036	61	94	0.65
SCAF_496	17198	4056	235.84	0	2028	113	285	0.40
SCAF_497	17190	1280	74.46	0	640	25	38	0.66
SCAF_498	17162	1224	71.32	0	612	53	52	1.02
SCAF_499	17147	2432	141.83	0	1216	62	133	0.47
SCAF_5	2032088	0	0.00	0	0	0	0	0
SCAF_50	68258	9222	135.11	0	4611	551	442	1.25
SCAF_500	17144	1826	106.51	0	913	65	71	0.92
SCAF_501	17142	1546	90.19	0	773	34	73	0.47
SCAF_502	17124	2074	121.12	0	1037	117	108	1.08
SCAF_503	17118	28	1.64	0	14	1	0	0
SCAF_504	17076	1154	67.58	0	577	76	51	1.49
SCAF_505	17047	0	0.00	0	0	0	0	0
SCAF_506	17043	1546	90.71	0	773	77	27	2.85
SCAF_507	17035	2502	146.87	0	1251	118	117	1.01
SCAF_508	17021	1940	113.98	0	970	103	87	1.18
SCAF_509	16971	3312	195.16	0	1656	124	233	0.53
SCAF_51	66966	7736	115.52	0	3868	474	295	1.61
SCAF_510	16897	1972	116.71	0	986	97	74	1.31
SCAF_511	16849	3260	193.48	0	1630	125	170	0.74
SCAF_512	16807	2806	166.95	0	1403	130	145	0.90
SCAF_513	16787	1192	71.01	0	596	37	44	0.84
SCAF_514	16784	3546	211.27	0	1773	115	262	0.44
SCAF_515	16776	4632	276.11	0	2316	164	312	0.53
SCAF_516	16745	652	38.94	0	326	8	12	0.67
SCAF_517	16741	3124	186.61	0	1562	83	165	0.50
SCAF_518	16733	1946	116.30	0	973	87	76	1.14
SCAF_519	16710	2808	168.04	0	1404	96	163	0.59
SCAF_52	66855	5344	79.93	0	2672	267	237	1.13
SCAF_520	16702	190	11.38	0	95	0	3	0.00
SCAF_521	16701	2666	159.63	0	1333	94	183	0.51
SCAF_522	16645	1102	66.21	0	551	29	39	0.74
