Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_183	30005	20	0.67	0	10	0	0	0
SCAF_184	29541	12	0.41	0	6	0	0	0
SCAF_185	29415	50	1.70	0	25	0	0	0
SCAF_186	29375	104	3.54	0	52	0	0	0
SCAF_187	29360	66	2.25	0	33	0	0	0
SCAF_188	29327	160	5.46	0	80	0	0	0
SCAF_189	29236	52	1.78	0	26	0	0	0
SCAF_19	139354	164	1.18	0	82	0	1	0.00
SCAF_190	29216	408	13.96	0	204	0	0	0
SCAF_191	29200	96	3.29	0	48	0	0	0
SCAF_192	29083	0	0.00	0	0	0	0	0
SCAF_193	29081	88	3.03	0	44	0	0	0
SCAF_194	28863	2	0.07	0	1	0	0	0
SCAF_195	28688	118	4.11	0	59	0	0	0
SCAF_196	28688	140	4.88	0	70	0	0	0
SCAF_197	28670	126	4.39	0	63	0	0	0
SCAF_198	28585	116	4.06	0	58	0	0	0
SCAF_199	28585	88	3.08	0	44	0	0	0
SCAF_2	4079479	0	0.00	0	0	0	0	0
SCAF_20	131876	922	6.99	0	461	1	2	0.50
SCAF_200	28563	110	3.85	0	55	0	0	0
SCAF_201	28551	32	1.12	0	16	0	0	0
SCAF_202	28219	218	7.73	0	109	0	0	0
SCAF_203	28217	44	1.56	0	22	0	0	0
SCAF_204	28187	262	9.30	0	131	0	0	0
SCAF_205	28138	32	1.14	0	16	0	0	0
SCAF_206	28111	56	1.99	0	28	0	0	0
SCAF_207	27959	280	10.01	0	140	0	0	0
SCAF_208	27935	0	0.00	0	0	0	0	0
SCAF_209	27830	158	5.68	0	79	0	1	0.00
SCAF_21	130124	846	6.50	0	423	0	1	0.00
SCAF_210	27781	64	2.30	0	32	0	0	0
SCAF_211	27774	244	8.79	0	122	0	0	0
SCAF_212	27772	86	3.10	0	43	0	2	0.00
SCAF_213	27728	62	2.24	0	31	0	0	0
SCAF_214	27690	182	6.57	0	91	0	0	0
SCAF_215	27659	0	0.00	0	0	0	0	0
SCAF_216	27637	60	2.17	0	30	0	0	0
SCAF_217	27634	86	3.11	0	43	0	0	0
SCAF_218	27594	234	8.48	0	117	0	0	0
SCAF_219	27563	52	1.89	0	26	0	0	0
SCAF_22	121580	826	6.79	0	413	1	1	1.00
SCAF_220	27545	392	14.23	0	196	0	0	0
SCAF_221	27530	180	6.54	0	90	0	0	0
SCAF_222	27515	8	0.29	0	4	0	0	0
SCAF_223	27476	96	3.49	0	48	0	0	0
SCAF_224	27450	50	1.82	0	25	0	0	0
SCAF_225	27344	174	6.36	0	87	0	0	0
SCAF_226	27270	64	2.35	0	32	1	0	0
SCAF_227	27232	60	2.20	0	30	0	0	0
SCAF_228	27189	252	9.27	0	126	0	0	0
SCAF_229	27037	86	3.18	0	43	0	0	0
SCAF_23	117381	580	4.94	0	290	0	1	0.00
SCAF_230	26948	126	4.68	0	63	0	0	0
SCAF_231	26899	72	2.68	0	36	0	0	0
SCAF_232	26856	106	3.95	0	53	0	0	0
SCAF_233	26767	66	2.47	0	33	0	0	0
SCAF_234	26700	0	0.00	0	0	0	0	0
SCAF_235	26660	4	0.15	0	2	0	0	0
SCAF_236	26499	44	1.66	0	22	0	0	0
SCAF_237	26482	52	1.96	0	26	0	0	0
SCAF_238	26369	116	4.40	0	58	0	0	0
SCAF_239	26171	102	3.90	0	51	0	0	0
SCAF_24	115879	524	4.52	0	262	2	4	0.50
SCAF_240	26148	80	3.06	0	40	0	1	0.00
SCAF_241	26131	176	6.74	0	88	0	0	0
SCAF_242	26114	14	0.54	0	7	0	0	0
SCAF_243	26085	80	3.07	0	40	0	0	0
SCAF_244	26060	26	1.00	0	13	0	0	0
SCAF_245	25968	54	2.08	0	27	0	0	0
SCAF_246	25946	0	0.00	0	0	0	0	0
SCAF_247	25940	208	8.02	0	104	1	1	1.00
SCAF_248	25895	30	1.16	0	15	0	0	0
SCAF_249	25885	206	7.96	0	103	0	0	0
SCAF_25	115495	656	5.68	0	328	0	0	0
SCAF_250	25884	134	5.18	0	67	0	1	0.00
SCAF_251	25874	56	2.16	0	28	0	0	0
SCAF_252	25864	56	2.17	0	28	0	0	0
SCAF_253	25825	36	1.39	0	18	0	0	0
SCAF_254	25798	272	10.54	0	136	0	0	0
SCAF_255	25728	20	0.78	0	10	0	0	0
SCAF_256	25725	82	3.19	0	41	0	0	0
SCAF_257	25720	42	1.63	0	21	0	0	0
SCAF_258	25700	348	13.54	0	174	0	1	0.00
SCAF_259	25645	88	3.43	0	44	0	0	0
SCAF_26	113072	522	4.62	0	261	0	0	0
SCAF_260	25595	84	3.28	0	42	0	0	0
SCAF_261	25593	164	6.41	0	82	0	1	0.00
SCAF_262	25592	80	3.13	0	40	0	0	0
SCAF_263	25481	194	7.61	0	97	0	0	0
SCAF_264	25444	266	10.45	0	133	1	1	1.00
SCAF_265	25436	24	0.94	0	12	0	0	0
SCAF_266	25377	82	3.23	0	41	0	0	0
SCAF_267	25340	134	5.29	0	67	1	0	0
SCAF_268	25329	86	3.40	0	43	0	0	0
SCAF_269	25264	62	2.45	0	31	0	0	0
SCAF_27	110609	754	6.82	0	377	4	1	4.00
SCAF_270	25225	18	0.71	0	9	0	0	0
SCAF_271	25206	226	8.97	0	113	1	0	0
SCAF_272	25161	82	3.26	0	41	0	0	0
SCAF_273	25090	110	4.38	0	55	0	0	0
SCAF_274	24834	12	0.48	0	6	0	0	0
SCAF_275	24832	172	6.93	0	86	0	1	0.00
SCAF_276	24811	46	1.85	0	23	0	0	0
SCAF_277	24713	66	2.67	0	33	0	0	0
SCAF_278	24673	42	1.70	0	21	0	0	0
SCAF_279	24542	56	2.28	0	28	0	0	0
SCAF_28	109542	268	2.45	0	134	0	0	0
SCAF_280	24528	66	2.69	0	33	0	0	0
SCAF_281	24435	22	0.90	0	11	0	0	0
SCAF_282	24359	20	0.82	0	10	0	0	0
SCAF_283	24173	106	4.39	0	53	1	0	0
SCAF_284	24152	0	0.00	0	0	0	0	0
SCAF_285	24110	32	1.33	0	16	0	0	0
SCAF_286	24066	0	0.00	0	0	0	0	0
SCAF_287	23981	14	0.58	0	7	0	0	0
SCAF_288	23980	122	5.09	0	61	0	0	0
SCAF_289	23950	46	1.92	0	23	0	0	0
SCAF_29	108319	324	2.99	0	162	0	0	0
SCAF_290	23945	114	4.76	0	57	2	1	2.00
SCAF_291	23886	30	1.26	0	15	0	0	0
SCAF_292	23860	52	2.18	0	26	0	0	0
SCAF_293	23814	142	5.96	0	71	0	0	0
SCAF_294	23796	68	2.86	0	34	0	0	0
SCAF_295	23767	236	9.93	0	118	0	0	0
SCAF_296	23762	246	10.35	0	123	0	0	0
SCAF_297	23695	196	8.27	0	98	0	0	0
SCAF_298	23666	12	0.51	0	6	0	0	0
SCAF_299	23648	24	1.01	0	12	0	0	0
SCAF_3	3666439	0	0.00	0	0	0	0	0
SCAF_30	107902	178	1.65	0	89	0	0	0
SCAF_300	23643	2	0.08	0	1	0	0	0
SCAF_301	23638	16	0.68	0	8	0	0	0
SCAF_302	23633	42	1.78	0	21	0	0	0
SCAF_303	23629	118	4.99	0	59	0	0	0
SCAF_304	23571	120	5.09	0	60	1	1	1.00
SCAF_305	23555	100	4.25	0	50	0	0	0
SCAF_306	23322	0	0.00	0	0	0	0	0
SCAF_307	23295	28	1.20	0	14	0	0	0
SCAF_308	23075	0	0.00	0	0	0	0	0
SCAF_309	23057	62	2.69	0	31	0	0	0
SCAF_31	106626	98	0.92	0	49	0	0	0
SCAF_310	23011	152	6.61	0	76	0	0	0
SCAF_311	22999	32	1.39	0	16	0	0	0
SCAF_312	22896	154	6.73	0	77	0	2	0.00
SCAF_313	22877	22	0.96	0	11	0	0	0
SCAF_314	22871	0	0.00	0	0	0	0	0
SCAF_315	22844	0	0.00	0	0	0	0	0
SCAF_316	22844	22	0.96	0	11	0	0	0
SCAF_317	22833	68	2.98	0	34	0	0	0
SCAF_318	22713	214	9.42	0	107	0	0	0
SCAF_319	22685	46	2.03	0	23	0	0	0
SCAF_32	102192	196	1.92	0	98	1	0	0
SCAF_320	22653	6	0.26	0	3	0	0	0
SCAF_321	22554	80	3.55	0	40	0	0	0
SCAF_322	22539	78	3.46	0	39	0	0	0
SCAF_323	22525	54	2.40	0	27	1	0	0
SCAF_324	22489	78	3.47	0	39	0	0	0
SCAF_325	22468	44	1.96	0	22	0	0	0
SCAF_326	22392	0	0.00	0	0	0	0	0
SCAF_327	22337	2	0.09	0	1	0	0	0
SCAF_328	22280	0	0.00	0	0	0	0	0
SCAF_329	22245	24	1.08	0	12	1	0	0
SCAF_33	98221	766	7.80	0	383	0	1	0.00
SCAF_330	22040	44	2.00	0	22	0	0	0
SCAF_331	22029	0	0.00	0	0	0	0	0
SCAF_332	21923	108	4.93	0	54	0	0	0
SCAF_333	21867	44	2.01	0	22	0	0	0
SCAF_334	21813	108	4.95	0	54	0	0	0
SCAF_335	21800	86	3.94	0	43	2	0	0
SCAF_336	21691	80	3.69	0	40	0	0	0
SCAF_337	21675	70	3.23	0	35	0	0	0
SCAF_338	21621	124	5.74	0	62	0	0	0
SCAF_339	21529	188	8.73	0	94	0	0	0
SCAF_34	97882	626	6.40	0	313	0	0	0
SCAF_340	21472	84	3.91	0	42	0	0	0
SCAF_341	21449	90	4.20	0	45	0	0	0
SCAF_342	21444	182	8.49	0	91	1	0	0
SCAF_343	21365	14	0.66	0	7	0	0	0
SCAF_344	21355	18	0.84	0	9	0	0	0
SCAF_345	21334	90	4.22	0	45	0	0	0
SCAF_346	21294	0	0.00	0	0	0	0	0
SCAF_347	21288	58	2.72	0	29	0	0	0
SCAF_348	21209	40	1.89	0	20	0	0	0
SCAF_349	21199	18	0.85	0	9	0	0	0
SCAF_35	95705	186	1.94	0	93	0	0	0
SCAF_350	21189	178	8.40	0	89	0	0	0
SCAF_351	21106	46	2.18	0	23	0	0	0
SCAF_352	21098	36	1.71	0	18	0	0	0
SCAF_353	21078	30	1.42	0	15	0	0	0
SCAF_354	20991	60	2.86	0	30	0	0	0
SCAF_355	20981	12	0.57	0	6	0	0	0
SCAF_356	20980	74	3.53	0	37	0	0	0
SCAF_357	20976	12	0.57	0	6	0	0	0
SCAF_358	20871	72	3.45	0	36	0	0	0
SCAF_359	20831	14	0.67	0	7	0	0	0
SCAF_36	94431	400	4.24	0	200	0	0	0
SCAF_360	20777	38	1.83	0	19	0	0	0
SCAF_361	20737	108	5.21	0	54	0	0	0
SCAF_362	20702	94	4.54	0	47	1	0	0
SCAF_363	20586	32	1.55	0	16	0	0	0
SCAF_364	20574	110	5.35	0	55	0	0	0
SCAF_365	20553	22	1.07	0	11	0	0	0
SCAF_366	20522	6	0.29	0	3	0	0	0
SCAF_367	20517	34	1.66	0	17	0	0	0
SCAF_368	20452	50	2.44	0	25	0	0	0
SCAF_369	20438	114	5.58	0	57	0	0	0
SCAF_37	92851	318	3.42	0	159	1	0	0
SCAF_370	20350	174	8.55	0	87	0	0	0
SCAF_371	20349	144	7.08	0	72	0	0	0
SCAF_372	20285	8	0.39	0	4	0	0	0
SCAF_373	20282	8	0.39	0	4	0	0	0
SCAF_374	20282	2	0.10	0	1	0	0	0
SCAF_375	20179	54	2.68	0	27	0	0	0
SCAF_376	20174	226	11.20	0	113	0	0	0
SCAF_377	20160	112	5.56	0	56	0	0	0
SCAF_378	20157	0	0.00	0	0	0	0	0
SCAF_379	20150	44	2.18	0	22	0	0	0
SCAF_38	89142	318	3.57	0	159	0	1	0.00
SCAF_380	20140	136	6.75	0	68	0	0	0
SCAF_381	20082	62	3.09	0	31	0	0	0
SCAF_382	20068	44	2.19	0	22	0	0	0
SCAF_383	20052	56	2.79	0	28	0	0	0
SCAF_384	20039	110	5.49	0	55	0	0	0
SCAF_385	20036	36	1.80	0	18	0	0	0
SCAF_386	20004	124	6.20	0	62	0	0	0
SCAF_387	19967	92	4.61	0	46	0	0	0
SCAF_388	19953	298	14.94	0	149	0	1	0.00
SCAF_389	19874	40	2.01	0	20	0	0	0
SCAF_39	88257	484	5.48	0	242	2	0	0
SCAF_390	19870	0	0.00	0	0	0	0	0
SCAF_391	19819	94	4.74	0	47	0	0	0
SCAF_392	19814	132	6.66	0	66	0	0	0
SCAF_393	19805	62	3.13	0	31	0	0	0
SCAF_394	19796	72	3.64	0	36	0	0	0
SCAF_395	19788	0	0.00	0	0	0	0	0
SCAF_396	19769	188	9.51	0	94	0	0	0
SCAF_397	19737	62	3.14	0	31	0	0	0
SCAF_398	19694	226	11.48	0	113	0	0	0
SCAF_399	19627	48	2.45	0	24	0	0	0
SCAF_4	2601389	0	0.00	0	0	0	0	0
SCAF_40	85354	542	6.35	0	271	1	0	0
SCAF_400	19559	148	7.57	0	74	1	0	0
SCAF_401	19529	116	5.94	0	58	0	0	0
SCAF_402	19485	28	1.44	0	14	0	0	0
SCAF_403	19440	34	1.75	0	17	0	0	0
SCAF_404	19429	12	0.62	0	6	0	0	0
SCAF_405	19412	14	0.72	0	7	0	0	0
SCAF_406	19412	38	1.96	0	19	0	0	0
SCAF_407	19392	4	0.21	0	2	0	0	0
SCAF_408	19383	28	1.44	0	14	0	0	0
SCAF_409	19350	70	3.62	0	35	0	0	0
SCAF_41	82239	394	4.79	0	197	1	1	1.00
SCAF_410	19334	98	5.07	0	49	0	0	0
SCAF_411	19319	4	0.21	0	2	0	0	0
SCAF_412	19298	116	6.01	0	58	0	0	0
SCAF_413	19281	170	8.82	0	85	0	0	0
SCAF_414	19250	60	3.12	0	30	0	0	0
SCAF_415	19240	104	5.41	0	52	0	1	0.00
SCAF_416	19198	122	6.35	0	61	0	0	0
SCAF_417	19156	2	0.10	0	1	0	0	0
SCAF_418	19069	0	0.00	0	0	0	0	0
SCAF_419	19061	52	2.73	0	26	0	0	0
SCAF_42	77162	334	4.33	0	167	2	0	0
SCAF_420	19040	8	0.42	0	4	0	0	0
SCAF_421	19012	248	13.04	0	124	0	0	0
SCAF_422	18950	50	2.64	0	25	0	0	0
SCAF_423	18945	58	3.06	0	29	0	0	0
SCAF_424	18943	12	0.63	0	6	0	0	0
SCAF_425	18932	138	7.29	0	69	1	1	1.00
SCAF_426	18882	6	0.32	0	3	0	0	0
SCAF_427	18874	48	2.54	0	24	0	0	0
SCAF_428	18866	130	6.89	0	65	0	0	0
SCAF_429	18866	44	2.33	0	22	0	0	0
SCAF_43	76714	346	4.51	0	173	1	0	0
SCAF_430	18815	112	5.95	0	56	0	0	0
SCAF_431	18805	80	4.25	0	40	0	0	0
SCAF_432	18790	120	6.39	0	60	0	0	0
SCAF_433	18773	10	0.53	0	5	0	0	0
SCAF_434	18766	70	3.73	0	35	0	0	0
SCAF_435	18753	44	2.35	0	22	0	0	0
SCAF_436	18746	56	2.99	0	28	0	0	0
SCAF_437	18721	64	3.42	0	32	0	0	0
SCAF_438	18669	86	4.61	0	43	0	0	0
SCAF_439	18588	10	0.54	0	5	0	0	0
SCAF_44	76272	150	1.97	0	75	0	0	0
SCAF_440	18561	210	11.31	0	105	0	0	0
SCAF_441	18530	58	3.13	0	29	0	0	0
SCAF_442	18489	46	2.49	0	23	0	0	0
SCAF_443	18479	50	2.71	0	25	0	0	0
SCAF_444	18424	62	3.37	0	31	0	0	0
SCAF_445	18396	62	3.37	0	31	0	0	0
SCAF_446	18392	42	2.28	0	21	0	0	0
SCAF_447	18255	24	1.31	0	12	0	0	0
SCAF_448	18252	56	3.07	0	28	0	0	0
SCAF_449	18248	100	5.48	0	50	0	0	0
SCAF_45	73110	244	3.34	0	122	0	0	0
SCAF_450	18208	26	1.43	0	13	0	0	0
SCAF_451	18202	0	0.00	0	0	0	0	0
SCAF_452	18192	6	0.33	0	3	0	0	0
SCAF_453	18150	36	1.98	0	18	0	0	0
SCAF_454	18134	10	0.55	0	5	0	0	0
SCAF_455	18114	12	0.66	0	6	0	0	0
SCAF_456	18112	70	3.86	0	35	0	0	0
SCAF_457	18054	122	6.76	0	61	0	0	0
SCAF_458	18006	120	6.66	0	60	0	0	0
SCAF_459	18000	12	0.67	0	6	0	0	0
SCAF_46	72118	598	8.29	0	299	0	2	0.00
SCAF_460	17967	32	1.78	0	16	0	0	0
SCAF_461	17943	32	1.78	0	16	0	0	0
SCAF_462	17929	60	3.35	0	30	0	0	0
SCAF_463	17921	0	0.00	0	0	0	0	0
SCAF_464	17913	134	7.48	0	67	0	0	0
SCAF_465	17912	20	1.12	0	10	0	0	0
SCAF_466	17886	34	1.90	0	17	0	0	0
SCAF_467	17859	24	1.34	0	12	0	0	0
SCAF_468	17837	24	1.35	0	12	0	0	0
SCAF_469	17802	12	0.67	0	6	0	0	0
SCAF_47	70166	402	5.73	0	201	0	1	0.00
SCAF_470	17776	34	1.91	0	17	0	0	0
SCAF_471	17682	18	1.02	0	9	0	0	0
SCAF_472	17646	82	4.65	0	41	0	0	0
SCAF_473	17646	30	1.70	0	15	0	0	0
SCAF_474	17642	6	0.34	0	3	0	0	0
SCAF_475	17613	0	0.00	0	0	0	0	0
SCAF_476	17602	56	3.18	0	28	0	0	0
SCAF_477	17571	48	2.73	0	24	0	0	0
SCAF_478	17535	82	4.68	0	41	0	0	0
SCAF_479	17528	74	4.22	0	37	0	0	0
SCAF_48	69627	550	7.90	0	275	1	0	0
SCAF_480	17503	14	0.80	0	7	0	0	0
SCAF_481	17502	16	0.91	0	8	0	0	0
SCAF_482	17480	8	0.46	0	4	0	0	0
SCAF_483	17476	28	1.60	0	14	0	0	0
SCAF_484	17457	62	3.55	0	31	0	0	0
SCAF_485	17386	62	3.57	0	31	0	0	0
SCAF_486	17362	144	8.29	0	72	0	0	0
SCAF_487	17332	50	2.88	0	25	0	0	0
SCAF_488	17327	94	5.43	0	47	0	0	0
SCAF_489	17303	166	9.59	0	83	0	0	0
SCAF_49	69624	22	0.32	0	11	0	0	0
SCAF_490	17273	42	2.43	0	21	0	0	0
SCAF_491	17245	0	0.00	0	0	0	0	0
SCAF_492	17239	40	2.32	0	20	0	1	0.00
SCAF_493	17219	116	6.74	0	58	0	1	0.00
SCAF_494	17218	54	3.14	0	27	0	0	0
SCAF_495	17211	38	2.21	0	19	0	0	0
SCAF_496	17198	26	1.51	0	13	0	0	0
SCAF_497	17190	14	0.81	0	7	0	0	0
SCAF_498	17162	28	1.63	0	14	1	0	0
SCAF_499	17147	28	1.63	0	14	0	0	0
SCAF_5	2032088	0	0.00	0	0	0	0	0
SCAF_50	68258	580	8.50	0	290	1	0	0
SCAF_500	17144	10	0.58	0	5	0	0	0
SCAF_501	17142	36	2.10	0	18	0	0	0
SCAF_502	17124	68	3.97	0	34	0	0	0
SCAF_503	17118	0	0.00	0	0	0	0	0
SCAF_504	17076	22	1.29	0	11	0	0	0
SCAF_505	17047	0	0.00	0	0	0	0	0
SCAF_506	17043	114	6.69	0	57	1	0	0
SCAF_507	17035	22	1.29	0	11	0	0	0
SCAF_508	17021	94	5.52	0	47	0	0	0
SCAF_509	16971	78	4.60	0	39	0	0	0
SCAF_51	66966	434	6.48	0	217	2	1	2.00
SCAF_510	16897	114	6.75	0	57	0	0	0
SCAF_511	16849	46	2.73	0	23	0	0	0
SCAF_512	16807	72	4.28	0	36	0	0	0
SCAF_513	16787	10	0.60	0	5	0	0	0
SCAF_514	16784	42	2.50	0	21	0	0	0
SCAF_515	16776	142	8.46	0	71	0	0	0
SCAF_516	16745	10	0.60	0	5	0	0	0
SCAF_517	16741	22	1.31	0	11	0	0	0
SCAF_518	16733	246	14.70	0	123	0	0	0
SCAF_519	16710	54	3.23	0	27	0	0	0
SCAF_52	66855	310	4.64	0	155	0	0	0
SCAF_520	16702	0	0.00	0	0	0	0	0
SCAF_521	16701	58	3.47	0	29	0	0	0
SCAF_522	16645	14	0.84	0	7	0	0	0
SCAF_523	16623	92	5.53	0	46	0	0	0
SCAF_524	16568	62	3.74	0	31	0	0	0
SCAF_525	16548	20	1.21	0	10	0	0	0
SCAF_526	16541	12	0.73	0	6	0	0	0
SCAF_527	16518	0	0.00	0	0	0	0	0
SCAF_528	16510	26	1.57	0	13	0	0	0
SCAF_529	16492	80	4.85	0	40	0	0	0
SCAF_53	65552	96	1.46	0	48	0	0	0
SCAF_530	16462	10	0.61	0	5	0	0	0
SCAF_531	16461	38	2.31	0	19	0	0	0
SCAF_532	16447	76	4.62	0	38	0	0	0
SCAF_533	16383	66	4.03	0	33	0	0	0
SCAF_534	16345	122	7.46	0	61	0	0	0
SCAF_535	16343	10	0.61	0	5	0	0	0
SCAF_536	16333	22	1.35	0	11	0	0	0
SCAF_537	16287	30	1.84	0	15	0	0	0
SCAF_538	16266	30	1.84	0	15	0	0	0
SCAF_539	16246	32	1.97	0	16	0	0	0
SCAF_54	65267	188	2.88	0	94	0	0	0
SCAF_540	16245	12	0.74	0	6	0	0	0
SCAF_541	16215	70	4.32	0	35	0	0	0
SCAF_542	16208	24	1.48	0	12	0	0	0
SCAF_543	16160	50	3.09	0	25	0	0	0
SCAF_544	16140	24	1.49	0	12	0	0	0
SCAF_545	16102	38	2.36	0	19	0	0	0
SCAF_546	16083	176	10.94	0	88	0	0	0
SCAF_547	16037	22	1.37	0	11	0	0	0
SCAF_548	16034	32	2.00	0	16	0	0	0
SCAF_549	16030	20	1.25	0	10	0	0	0
SCAF_55	65114	258	3.96	0	129	0	2	0.00
SCAF_550	16027	10	0.62	0	5	0	0	0
SCAF_551	15990	4	0.25	0	2	0	0	0
SCAF_552	15913	48	3.02	0	24	0	0	0
SCAF_553	15906	18	1.13	0	9	0	0	0
SCAF_554	15898	24	1.51	0	12	0	0	0
SCAF_555	15891	14	0.88	0	7	0	0	0
SCAF_556	15885	26	1.64	0	13	0	0	0
SCAF_557	15855	34	2.14	0	17	0	0	0
SCAF_558	15839	18	1.14	0	9	0	0	0
SCAF_559	15827	56	3.54	0	28	0	0	0
SCAF_56	62812	154	2.45	0	77	0	0	0
SCAF_560	15823	34	2.15	0	17	0	0	0
SCAF_561	15791	166	10.51	0	83	0	0	0
SCAF_562	15777	0	0.00	0	0	0	0	0
SCAF_563	15776	52	3.30	0	26	1	0	0
SCAF_564	15761	36	2.28	0	18	0	0	0
SCAF_565	15717	52	3.31	0	26	0	0	0
SCAF_566	15706	32	2.04	0	16	0	0	0
SCAF_567	15696	82	5.22	0	41	0	0	0
SCAF_568	15657	150	9.58	0	75	0	0	0
SCAF_569	15650	8	0.51	0	4	0	0	0
SCAF_57	62187	238	3.83	0	119	1	0	0
SCAF_570	15646	16	1.02	0	8	0	0	0
SCAF_571	15619	56	3.59	0	28	0	0	0
SCAF_572	15612	114	7.30	0	57	0	0	0
SCAF_573	15605	52	3.33	0	26	0	0	0
SCAF_574	15575	44	2.83	0	22	0	0	0
SCAF_575	15573	54	3.47	0	27	0	0	0
SCAF_576	15571	142	9.12	0	71	0	0	0
SCAF_577	15544	32	2.06	0	16	0	0	0
