Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_176	30301	376	12.41	188	0	123	65	1.89
SCAF_177	30226	764	25.28	382	0	282	100	2.82
SCAF_178	30187	1022	33.86	511	0	357	154	2.32
SCAF_179	30183	1156	38.30	578	0	270	308	0.88
SCAF_18	160122	5206	32.51	2603	0	1907	696	2.74
SCAF_180	30131	1266	42.02	633	0	467	166	2.81
SCAF_181	30071	1150	38.24	575	0	405	170	2.38
SCAF_182	30032	1288	42.89	644	0	428	216	1.98
SCAF_183	30005	378	12.60	189	0	125	64	1.95
SCAF_184	29541	1242	42.04	621	0	422	199	2.12
SCAF_185	29415	1232	41.88	616	0	434	182	2.38
SCAF_186	29375	1232	41.94	616	0	301	315	0.96
SCAF_187	29360	644	21.93	322	0	214	108	1.98
SCAF_188	29327	828	28.23	414	0	297	117	2.54
SCAF_189	29236	1032	35.30	516	0	372	144	2.58
SCAF_19	139354	2966	21.28	1483	0	1209	274	4.41
SCAF_190	29216	1206	41.28	603	0	396	207	1.91
SCAF_191	29200	1382	47.33	691	0	427	264	1.62
SCAF_192	29083	46	1.58	23	0	17	6	2.83
SCAF_193	29081	1192	40.99	596	0	418	178	2.35
SCAF_194	28863	68	2.36	34	0	27	7	3.86
SCAF_195	28688	1288	44.90	644	0	418	226	1.85
SCAF_196	28688	1334	46.50	667	0	378	289	1.31
SCAF_197	28670	814	28.39	407	0	293	114	2.57
SCAF_198	28585	480	16.79	240	0	167	73	2.29
SCAF_199	28585	946	33.09	473	0	350	123	2.85
SCAF_2	4079479	0	0.00	0	0	0	0	0
SCAF_20	131876	3642	27.62	1821	0	1347	474	2.84
SCAF_200	28563	1184	41.45	592	0	278	314	0.89
SCAF_201	28551	1322	46.30	661	0	407	254	1.60
SCAF_202	28219	892	31.61	446	0	197	249	0.79
SCAF_203	28217	818	28.99	409	0	327	82	3.99
SCAF_204	28187	1536	54.49	768	0	478	290	1.65
SCAF_205	28138	1426	50.68	713	0	205	508	0.40
SCAF_206	28111	752	26.75	376	0	187	189	0.99
SCAF_207	27959	1140	40.77	570	0	397	173	2.29
SCAF_208	27935	6	0.21	3	0	0	3	0.00
SCAF_209	27830	1072	38.52	536	0	255	281	0.91
SCAF_21	130124	3500	26.90	1750	0	1257	493	2.55
SCAF_210	27781	1342	48.31	671	0	262	409	0.64
SCAF_211	27774	976	35.14	488	0	349	139	2.51
SCAF_212	27772	714	25.71	357	0	236	121	1.95
SCAF_213	27728	796	28.71	398	0	298	100	2.98
SCAF_214	27690	1056	38.14	528	0	234	294	0.80
SCAF_215	27659	0	0.00	0	0	0	0	0
SCAF_216	27637	668	24.17	334	0	247	87	2.84
SCAF_217	27634	1090	39.44	545	0	376	169	2.22
SCAF_218	27594	776	28.12	388	0	277	111	2.50
SCAF_219	27563	1158	42.01	579	0	322	257	1.25
SCAF_22	121580	4078	33.54	2039	0	1433	606	2.36
SCAF_220	27545	888	32.24	444	0	299	145	2.06
SCAF_221	27530	1204	43.73	602	0	299	303	0.99
SCAF_222	27515	944	34.31	472	0	330	142	2.32
SCAF_223	27476	1242	45.20	621	0	367	254	1.44
SCAF_224	27450	1202	43.79	601	0	338	263	1.29
SCAF_225	27344	1300	47.54	650	0	464	186	2.49
SCAF_226	27270	502	18.41	251	0	171	80	2.14
SCAF_227	27232	1144	42.01	572	0	343	229	1.50
SCAF_228	27189	1156	42.52	578	0	332	246	1.35
SCAF_229	27037	866	32.03	433	0	304	129	2.36
SCAF_23	117381	3566	30.38	1783	0	1246	537	2.32
SCAF_230	26948	972	36.07	486	0	380	106	3.58
SCAF_231	26899	888	33.01	444	0	196	248	0.79
SCAF_232	26856	1020	37.98	510	0	245	265	0.92
SCAF_233	26767	1186	44.31	593	0	426	167	2.55
SCAF_234	26700	0	0.00	0	0	0	0	0
SCAF_235	26660	4	0.15	2	0	1	1	1.00
SCAF_236	26499	1236	46.64	618	0	149	469	0.32
SCAF_237	26482	286	10.80	143	0	93	50	1.86
SCAF_238	26369	1156	43.84	578	0	319	259	1.23
SCAF_239	26171	1030	39.36	515	0	220	295	0.75
SCAF_24	115879	4694	40.51	2347	0	1688	659	2.56
SCAF_240	26148	1234	47.19	617	0	391	226	1.73
SCAF_241	26131	1106	42.33	553	0	372	181	2.06
SCAF_242	26114	1084	41.51	542	0	140	402	0.35
SCAF_243	26085	1014	38.87	507	0	274	233	1.18
SCAF_244	26060	1414	54.26	707	0	437	270	1.62
SCAF_245	25968	934	35.97	467	0	234	233	1.00
SCAF_246	25946	4	0.15	2	0	1	1	1.00
SCAF_247	25940	950	36.62	475	0	331	144	2.30
SCAF_248	25895	822	31.74	411	0	253	158	1.60
SCAF_249	25885	1130	43.65	565	0	236	329	0.72
SCAF_25	115495	4506	39.01	2253	0	1525	728	2.09
SCAF_250	25884	604	23.33	302	0	218	84	2.60
SCAF_251	25874	1220	47.15	610	0	427	183	2.33
SCAF_252	25864	960	37.12	480	0	298	182	1.64
SCAF_253	25825	982	38.03	491	0	252	239	1.05
SCAF_254	25798	1204	46.67	602	0	384	218	1.76
SCAF_255	25728	1482	57.60	741	0	525	216	2.43
SCAF_256	25725	1040	40.43	520	0	313	207	1.51
SCAF_257	25720	296	11.51	148	0	101	47	2.15
SCAF_258	25700	1096	42.65	548	0	351	197	1.78
SCAF_259	25645	976	38.06	488	0	336	152	2.21
SCAF_26	113072	2796	24.73	1398	0	1020	378	2.70
SCAF_260	25595	998	38.99	499	0	352	147	2.39
SCAF_261	25593	940	36.73	470	0	198	272	0.73
SCAF_262	25592	932	36.42	466	0	263	203	1.30
SCAF_263	25481	678	26.61	339	0	239	100	2.39
SCAF_264	25444	988	38.83	494	0	348	146	2.38
SCAF_265	25436	1240	48.75	620	0	248	372	0.67
SCAF_266	25377	774	30.50	387	0	299	88	3.40
SCAF_267	25340	870	34.33	435	0	318	117	2.72
SCAF_268	25329	1330	52.51	665	0	374	291	1.29
SCAF_269	25264	1268	50.19	634	0	396	238	1.66
SCAF_27	110609	2262	20.45	1131	0	893	238	3.75
SCAF_270	25225	1196	47.41	598	0	234	364	0.64
SCAF_271	25206	1112	44.12	556	0	315	241	1.31
SCAF_272	25161	696	27.66	348	0	234	114	2.05
SCAF_273	25090	1090	43.44	545	0	353	192	1.84
SCAF_274	24834	1258	50.66	629	0	311	318	0.98
SCAF_275	24832	738	29.72	369	0	264	105	2.51
SCAF_276	24811	716	28.86	358	0	271	87	3.11
SCAF_277	24713	520	21.04	260	0	186	74	2.51
SCAF_278	24673	1258	50.99	629	0	198	431	0.46
SCAF_279	24542	912	37.16	456	0	224	232	0.97
SCAF_28	109542	3158	28.83	1579	0	1230	349	3.52
SCAF_280	24528	1114	45.42	557	0	365	192	1.90
SCAF_281	24435	802	32.82	401	0	245	156	1.57
SCAF_282	24359	1120	45.98	560	0	331	229	1.45
SCAF_283	24173	788	32.60	394	0	300	94	3.19
SCAF_284	24152	4	0.17	2	0	0	2	0.00
SCAF_285	24110	952	39.49	476	0	289	187	1.55
SCAF_286	24066	662	27.51	331	0	213	118	1.81
SCAF_287	23981	746	31.11	373	0	235	138	1.70
SCAF_288	23980	1100	45.87	550	0	290	260	1.12
SCAF_289	23950	1098	45.85	549	0	366	183	2.00
SCAF_29	108319	3052	28.18	1526	0	1107	419	2.64
SCAF_290	23945	996	41.60	498	0	329	169	1.95
SCAF_291	23886	830	34.75	415	0	237	178	1.33
SCAF_292	23860	476	19.95	238	0	149	89	1.67
SCAF_293	23814	822	34.52	411	0	186	225	0.83
SCAF_294	23796	1026	43.12	513	0	145	368	0.39
SCAF_295	23767	902	37.95	451	0	209	242	0.86
SCAF_296	23762	1146	48.23	573	0	323	250	1.29
SCAF_297	23695	676	28.53	338	0	261	77	3.39
SCAF_298	23666	898	37.94	449	0	256	193	1.33
SCAF_299	23648	928	39.24	464	0	351	113	3.11
SCAF_3	3666439	0	0.00	0	0	0	0	0
SCAF_30	107902	5676	52.60	2838	0	1928	910	2.12
SCAF_300	23643	0	0.00	0	0	0	0	0
SCAF_301	23638	1174	49.67	587	0	443	144	3.08
SCAF_302	23633	1060	44.85	530	0	130	400	0.33
SCAF_303	23629	898	38.00	449	0	199	250	0.80
SCAF_304	23571	724	30.72	362	0	260	102	2.55
SCAF_305	23555	622	26.41	311	0	232	79	2.94
SCAF_306	23322	458	19.64	229	0	154	75	2.05
SCAF_307	23295	1064	45.68	532	0	165	367	0.45
SCAF_308	23075	0	0.00	0	0	0	0	0
SCAF_309	23057	944	40.94	472	0	217	255	0.85
SCAF_31	106626	3258	30.56	1629	0	1225	404	3.03
SCAF_310	23011	936	40.68	468	0	212	256	0.83
SCAF_311	22999	706	30.70	353	0	214	139	1.54
SCAF_312	22896	962	42.02	481	0	185	296	0.62
SCAF_313	22877	1134	49.57	567	0	425	142	2.99
SCAF_314	22871	12	0.52	6	0	3	3	1.00
SCAF_315	22844	1024	44.83	512	0	350	162	2.16
SCAF_316	22844	1076	47.10	538	0	346	192	1.80
SCAF_317	22833	1312	57.46	656	0	382	274	1.39
SCAF_318	22713	922	40.59	461	0	271	190	1.43
SCAF_319	22685	928	40.91	464	0	300	164	1.83
SCAF_32	102192	3272	32.02	1636	0	1193	443	2.69
SCAF_320	22653	1098	48.47	549	0	317	232	1.37
SCAF_321	22554	1086	48.15	543	0	283	260	1.09
SCAF_322	22539	910	40.37	455	0	206	249	0.83
SCAF_323	22525	682	30.28	341	0	259	82	3.16
SCAF_324	22489	604	26.86	302	0	239	63	3.79
SCAF_325	22468	616	27.42	308	0	216	92	2.35
SCAF_326	22392	0	0.00	0	0	0	0	0
SCAF_327	22337	702	31.43	351	0	219	132	1.66
SCAF_328	22280	0	0.00	0	0	0	0	0
SCAF_329	22245	966	43.43	483	0	316	167	1.89
SCAF_33	98221	3274	33.33	1637	0	1147	490	2.34
SCAF_330	22040	864	39.20	432	0	270	162	1.67
SCAF_331	22029	800	36.32	400	0	232	168	1.38
SCAF_332	21923	956	43.61	478	0	234	244	0.96
SCAF_333	21867	874	39.97	437	0	344	93	3.70
SCAF_334	21813	910	41.72	455	0	247	208	1.19
SCAF_335	21800	708	32.48	354	0	261	93	2.81
SCAF_336	21691	1008	46.47	504	0	327	177	1.85
SCAF_337	21675	832	38.39	416	0	228	188	1.21
SCAF_338	21621	1092	50.51	546	0	332	214	1.55
SCAF_339	21529	1046	48.59	523	0	297	226	1.31
SCAF_34	97882	2958	30.22	1479	0	1090	389	2.80
SCAF_340	21472	970	45.18	485	0	341	144	2.37
SCAF_341	21449	808	37.67	404	0	184	220	0.84
SCAF_342	21444	616	28.73	308	0	232	76	3.05
SCAF_343	21365	920	43.06	460	0	233	227	1.03
SCAF_344	21355	314	14.70	157	0	123	34	3.62
SCAF_345	21334	956	44.81	478	0	216	262	0.82
SCAF_346	21294	0	0.00	0	0	0	0	0
SCAF_347	21288	878	41.24	439	0	253	186	1.36
SCAF_348	21209	294	13.86	147	0	115	32	3.59
SCAF_349	21199	886	41.79	443	0	278	165	1.68
SCAF_35	95705	4692	49.03	2346	0	1323	1023	1.29
SCAF_350	21189	796	37.57	398	0	226	172	1.31
SCAF_351	21106	612	29.00	306	0	215	91	2.36
SCAF_352	21098	416	19.72	208	0	143	65	2.20
SCAF_353	21078	604	28.66	302	0	219	83	2.64
SCAF_354	20991	1042	49.64	521	0	340	181	1.88
SCAF_355	20981	904	43.09	452	0	309	143	2.16
SCAF_356	20980	836	39.85	418	0	175	243	0.72
SCAF_357	20976	836	39.86	418	0	277	141	1.96
SCAF_358	20871	710	34.02	355	0	231	124	1.86
SCAF_359	20831	940	45.13	470	0	302	168	1.80
SCAF_36	94431	1890	20.01	945	0	719	226	3.18
SCAF_360	20777	972	46.78	486	0	307	179	1.72
SCAF_361	20737	906	43.69	453	0	285	168	1.70
SCAF_362	20702	898	43.38	449	0	280	169	1.66
SCAF_363	20586	64	3.11	32	0	22	10	2.20
SCAF_364	20574	808	39.27	404	0	320	84	3.81
SCAF_365	20553	392	19.07	196	0	132	64	2.06
SCAF_366	20522	916	44.64	458	0	335	123	2.72
SCAF_367	20517	742	36.17	371	0	262	109	2.40
SCAF_368	20452	290	14.18	145	0	102	43	2.37
SCAF_369	20438	676	33.08	338	0	254	84	3.02
SCAF_37	92851	3064	33.00	1532	0	1159	373	3.11
SCAF_370	20350	1052	51.70	526	0	318	208	1.53
SCAF_371	20349	1064	52.29	532	0	304	228	1.33
SCAF_372	20285	776	38.25	388	0	325	63	5.16
SCAF_373	20282	960	47.33	480	0	351	129	2.72
SCAF_374	20282	2	0.10	1	0	0	1	0.00
SCAF_375	20179	720	35.68	360	0	216	144	1.50
SCAF_376	20174	794	39.36	397	0	185	212	0.87
SCAF_377	20160	800	39.68	400	0	182	218	0.83
SCAF_378	20157	0	0.00	0	0	0	0	0
SCAF_379	20150	226	11.22	113	0	78	35	2.23
SCAF_38	89142	2406	26.99	1203	0	843	360	2.34
SCAF_380	20140	996	49.45	498	0	299	199	1.50
SCAF_381	20082	818	40.73	409	0	211	198	1.07
SCAF_382	20068	924	46.04	462	0	307	155	1.98
SCAF_383	20052	836	41.69	418	0	290	128	2.27
SCAF_384	20039	382	19.06	191	0	127	64	1.98
SCAF_385	20036	730	36.43	365	0	279	86	3.24
SCAF_386	20004	808	40.39	404	0	182	222	0.82
SCAF_387	19967	822	41.17	411	0	186	225	0.83
SCAF_388	19953	680	34.08	340	0	240	100	2.40
SCAF_389	19874	744	37.44	372	0	252	120	2.10
SCAF_39	88257	3830	43.40	1915	0	1233	682	1.81
SCAF_390	19870	6	0.30	3	0	1	2	0.50
SCAF_391	19819	1042	52.58	521	0	283	238	1.19
SCAF_392	19814	660	33.31	330	0	191	139	1.37
SCAF_393	19805	204	10.30	102	0	77	25	3.08
SCAF_394	19796	798	40.31	399	0	167	232	0.72
SCAF_395	19788	34	1.72	17	0	8	9	0.89
SCAF_396	19769	828	41.88	414	0	186	228	0.82
SCAF_397	19737	640	32.43	320	0	244	76	3.21
SCAF_398	19694	910	46.21	455	0	248	207	1.20
SCAF_399	19627	676	34.44	338	0	149	189	0.79
SCAF_4	2601389	0	0.00	0	0	0	0	0
SCAF_40	85354	2724	31.91	1362	0	991	371	2.67
SCAF_400	19559	720	36.81	360	0	223	137	1.63
SCAF_401	19529	926	47.42	463	0	302	161	1.88
SCAF_402	19485	894	45.88	447	0	294	153	1.92
SCAF_403	19440	634	32.61	317	0	234	83	2.82
SCAF_404	19429	756	38.91	378	0	260	118	2.20
SCAF_405	19412	612	31.53	306	0	206	100	2.06
SCAF_406	19412	808	41.62	404	0	236	168	1.40
SCAF_407	19392	818	42.18	409	0	240	169	1.42
SCAF_408	19383	672	34.67	336	0	214	122	1.75
SCAF_409	19350	862	44.55	431	0	301	130	2.32
SCAF_41	82239	2186	26.58	1093	0	832	261	3.19
SCAF_410	19334	756	39.10	378	0	188	190	0.99
SCAF_411	19319	350	18.12	175	0	104	71	1.46
SCAF_412	19298	558	28.91	279	0	221	58	3.81
SCAF_413	19281	604	31.33	302	0	208	94	2.21
SCAF_414	19250	698	36.26	349	0	262	87	3.01
SCAF_415	19240	870	45.22	435	0	291	144	2.02
SCAF_416	19198	694	36.15	347	0	240	107	2.24
SCAF_417	19156	1030	53.77	515	0	301	214	1.41
SCAF_418	19069	0	0.00	0	0	0	0	0
SCAF_419	19061	228	11.96	114	0	74	40	1.85
SCAF_42	77162	1936	25.09	968	0	706	262	2.69
SCAF_420	19040	928	48.74	464	0	261	203	1.29
SCAF_421	19012	800	42.08	400	0	194	206	0.94
SCAF_422	18950	132	6.97	66	0	50	16	3.12
SCAF_423	18945	920	48.56	460	0	172	288	0.60
SCAF_424	18943	758	40.01	379	0	250	129	1.94
SCAF_425	18932	880	46.48	440	0	280	160	1.75
SCAF_426	18882	744	39.40	372	0	220	152	1.45
SCAF_427	18874	614	32.53	307	0	224	83	2.70
SCAF_428	18866	510	27.03	255	0	196	59	3.32
SCAF_429	18866	692	36.68	346	0	241	105	2.30
SCAF_43	76714	2276	29.67	1138	0	831	307	2.71
SCAF_430	18815	1016	54.00	508	0	222	286	0.78
SCAF_431	18805	574	30.52	287	0	189	98	1.93
SCAF_432	18790	674	35.87	337	0	252	85	2.96
SCAF_433	18773	832	44.32	416	0	274	142	1.93
SCAF_434	18766	576	30.69	288	0	210	78	2.69
SCAF_435	18753	282	15.04	141	0	105	36	2.92
SCAF_436	18746	70	3.73	35	0	30	5	6.00
SCAF_437	18721	898	47.97	449	0	141	308	0.46
SCAF_438	18669	794	42.53	397	0	253	144	1.76
SCAF_439	18588	458	24.64	229	0	169	60	2.82
SCAF_44	76272	2940	38.55	1470	0	1061	409	2.59
SCAF_440	18561	902	48.60	451	0	266	185	1.44
SCAF_441	18530	676	36.48	338	0	246	92	2.67
SCAF_442	18489	910	49.22	455	0	313	142	2.20
SCAF_443	18479	634	34.31	317	0	198	119	1.66
SCAF_444	18424	296	16.07	148	0	109	39	2.79
SCAF_445	18396	762	41.42	381	0	174	207	0.84
SCAF_446	18392	192	10.44	96	0	64	32	2.00
SCAF_447	18255	780	42.73	390	0	214	176	1.22
SCAF_448	18252	684	37.48	342	0	234	108	2.17
SCAF_449	18248	730	40.00	365	0	169	196	0.86
SCAF_45	73110	3348	45.79	1674	0	458	1216	0.38
SCAF_450	18208	726	39.87	363	0	236	127	1.86
SCAF_451	18202	540	29.67	270	0	190	80	2.38
SCAF_452	18192	726	39.91	363	0	222	141	1.57
SCAF_453	18150	598	32.95	299	0	206	93	2.22
SCAF_454	18134	868	47.87	434	0	251	183	1.37
SCAF_455	18114	810	44.72	405	0	259	146	1.77
SCAF_456	18112	730	40.30	365	0	255	110	2.32
SCAF_457	18054	700	38.77	350	0	268	82	3.27
SCAF_458	18006	720	39.99	360	0	169	191	0.88
SCAF_459	18000	792	44.00	396	0	209	187	1.12
SCAF_46	72118	2452	34.00	1226	0	925	301	3.07
SCAF_460	17967	594	33.06	297	0	215	82	2.62
SCAF_461	17943	704	39.24	352	0	206	146	1.41
SCAF_462	17929	728	40.60	364	0	256	108	2.37
SCAF_463	17921	458	25.56	229	0	120	109	1.10
SCAF_464	17913	748	41.76	374	0	190	184	1.03
SCAF_465	17912	636	35.51	318	0	178	140	1.27
SCAF_466	17886	372	20.80	186	0	114	72	1.58
SCAF_467	17859	340	19.04	170	0	129	41	3.15
SCAF_468	17837	502	28.14	251	0	179	72	2.49
SCAF_469	17802	658	36.96	329	0	192	137	1.40
SCAF_47	70166	2194	31.27	1097	0	787	310	2.54
SCAF_470	17776	516	29.03	258	0	187	71	2.63
SCAF_471	17682	812	45.92	406	0	234	172	1.36
SCAF_472	17646	482	27.31	241	0	179	62	2.89
SCAF_473	17646	322	18.25	161	0	119	42	2.83
SCAF_474	17642	10	0.57	5	0	1	4	0.25
SCAF_475	17613	14	0.79	7	0	2	5	0.40
SCAF_476	17602	812	46.13	406	0	246	160	1.54
SCAF_477	17571	656	37.33	328	0	197	131	1.50
SCAF_478	17535	750	42.77	375	0	191	184	1.04
SCAF_479	17528	518	29.55	259	0	142	117	1.21
SCAF_48	69627	2472	35.50	1236	0	885	351	2.52
SCAF_480	17503	732	41.82	366	0	194	172	1.13
SCAF_481	17502	784	44.79	392	0	252	140	1.80
SCAF_482	17480	910	52.06	455	0	272	183	1.49
SCAF_483	17476	822	47.04	411	0	267	144	1.85
SCAF_484	17457	420	24.06	210	0	143	67	2.13
SCAF_485	17386	690	39.69	345	0	159	186	0.85
SCAF_486	17362	806	46.42	403	0	230	173	1.33
SCAF_487	17332	672	38.77	336	0	162	174	0.93
SCAF_488	17327	764	44.09	382	0	198	184	1.08
SCAF_489	17303	568	32.83	284	0	131	153	0.86
SCAF_49	69624	2252	32.35	1126	0	755	371	2.04
SCAF_490	17273	782	45.27	391	0	118	273	0.43
SCAF_491	17245	928	53.81	464	0	299	165	1.81
SCAF_492	17239	740	42.93	370	0	105	265	0.40
SCAF_493	17219	578	33.57	289	0	126	163	0.77
SCAF_494	17218	604	35.08	302	0	163	139	1.17
SCAF_495	17211	936	54.38	468	0	312	156	2.00
SCAF_496	17198	914	53.15	457	0	154	303	0.51
SCAF_497	17190	726	42.23	363	0	205	158	1.30
SCAF_498	17162	454	26.45	227	0	158	69	2.29
SCAF_499	17147	730	42.57	365	0	185	180	1.03
SCAF_5	2032088	0	0.00	0	0	0	0	0
SCAF_50	68258	2384	34.93	1192	0	835	357	2.34
SCAF_500	17144	742	43.28	371	0	207	164	1.26
SCAF_501	17142	558	32.55	279	0	165	114	1.45
SCAF_502	17124	426	24.88	213	0	160	53	3.02
SCAF_503	17118	2	0.12	1	0	0	1	0.00
SCAF_504	17076	228	13.35	114	0	97	17	5.71
SCAF_505	17047	26	1.53	13	0	3	10	0.30
SCAF_506	17043	306	17.95	153	0	117	36	3.25
SCAF_507	17035	532	31.23	266	0	186	80	2.33
SCAF_508	17021	540	31.73	270	0	200	70	2.86
SCAF_509	16971	678	39.95	339	0	159	180	0.88
SCAF_51	66966	1514	22.61	757	0	573	184	3.11
SCAF_510	16897	562	33.26	281	0	196	85	2.31
SCAF_511	16849	770	45.70	385	0	232	153	1.52
SCAF_512	16807	696	41.41	348	0	208	140	1.49
SCAF_513	16787	638	38.01	319	0	184	135	1.36
SCAF_514	16784	774	46.12	387	0	176	211	0.83
SCAF_515	16776	676	40.30	338	0	185	153	1.21
SCAF_516	16745	590	35.23	295	0	224	71	3.15
SCAF_517	16741	592	35.36	296	0	125	171	0.73
SCAF_518	16733	544	32.51	272	0	203	69	2.94
SCAF_519	16710	674	40.34	337	0	188	149	1.26
SCAF_52	66855	1540	23.03	770	0	523	247	2.12
SCAF_520	16702	0	0.00	0	0	0	0	0
SCAF_521	16701	790	47.30	395	0	248	147	1.69
SCAF_522	16645	876	52.63	438	0	321	117	2.74
SCAF_523	16623	596	35.85	298	0	152	146	1.04
SCAF_524	16568	500	30.18	250	0	165	85	1.94
SCAF_525	16548	752	45.44	376	0	230	146	1.58
SCAF_526	16541	816	49.33	408	0	111	297	0.37
SCAF_527	16518	20	1.21	10	0	4	6	0.67
SCAF_528	16510	712	43.13	356	0	118	238	0.50
SCAF_529	16492	502	30.44	251	0	191	60	3.18
SCAF_53	65552	1888	28.80	944	0	662	282	2.35
SCAF_530	16462	328	19.92	164	0	131	33	3.97
SCAF_531	16461	724	43.98	362	0	236	126	1.87
SCAF_532	16447	500	30.40	250	0	175	75	2.33
SCAF_533	16383	614	37.48	307	0	221	86	2.57
SCAF_534	16345	666	40.75	333	0	162	171	0.95
SCAF_535	16343	764	46.75	382	0	260	122	2.13
SCAF_536	16333	786	48.12	393	0	263	130	2.02
SCAF_537	16287	380	23.33	190	0	128	62	2.06
SCAF_538	16266	810	49.80	405	0	201	204	0.99
SCAF_539	16246	716	44.07	358	0	245	113	2.17
