Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_176	30301	450	14.85	225	0	145	80	1.81
SCAF_177	30226	800	26.47	400	0	276	124	2.23
SCAF_178	30187	410	13.58	205	0	126	79	1.59
SCAF_179	30183	1322	43.80	661	0	210	451	0.47
SCAF_18	160122	5460	34.10	2730	0	1946	784	2.48
SCAF_180	30131	1440	47.79	720	0	519	201	2.58
SCAF_181	30071	734	24.41	367	0	263	104	2.53
SCAF_182	30032	1664	55.41	832	0	531	301	1.76
SCAF_183	30005	144	4.80	72	0	51	21	2.43
SCAF_184	29541	1016	34.39	508	0	347	161	2.16
SCAF_185	29415	1640	55.75	820	0	630	190	3.32
SCAF_186	29375	1022	34.79	511	0	185	326	0.57
SCAF_187	29360	614	20.91	307	0	182	125	1.46
SCAF_188	29327	1376	46.92	688	0	474	214	2.21
SCAF_189	29236	992	33.93	496	0	333	163	2.04
SCAF_19	139354	2324	16.68	1162	0	932	230	4.05
SCAF_190	29216	820	28.07	410	0	260	150	1.73
SCAF_191	29200	878	30.07	439	0	291	148	1.97
SCAF_192	29083	48	1.65	24	0	18	6	3.00
SCAF_193	29081	806	27.72	403	0	254	149	1.70
SCAF_194	28863	42	1.46	21	0	18	3	6.00
SCAF_195	28688	728	25.38	364	0	224	140	1.60
SCAF_196	28688	1178	41.06	589	0	243	346	0.70
SCAF_197	28670	792	27.62	396	0	275	121	2.27
SCAF_198	28585	786	27.50	393	0	246	147	1.67
SCAF_199	28585	806	28.20	403	0	287	116	2.47
SCAF_2	4079479	0	0.00	0	0	0	0	0
SCAF_20	131876	5556	42.13	2778	0	1964	814	2.41
SCAF_200	28563	1156	40.47	578	0	199	379	0.53
SCAF_201	28551	1182	41.40	591	0	413	178	2.32
SCAF_202	28219	1050	37.21	525	0	156	369	0.42
SCAF_203	28217	660	23.39	330	0	251	79	3.18
SCAF_204	28187	1052	37.32	526	0	333	193	1.73
SCAF_205	28138	606	21.54	303	0	38	265	0.14
SCAF_206	28111	644	22.91	322	0	112	210	0.53
SCAF_207	27959	1506	53.86	753	0	450	303	1.49
SCAF_208	27935	2	0.07	1	0	0	1	0.00
SCAF_209	27830	1106	39.74	553	0	181	372	0.49
SCAF_21	130124	4942	37.98	2471	0	1646	825	2.00
SCAF_210	27781	612	22.03	306	0	88	218	0.40
SCAF_211	27774	1380	49.69	690	0	473	217	2.18
SCAF_212	27772	738	26.57	369	0	217	152	1.43
SCAF_213	27728	764	27.55	382	0	260	122	2.13
SCAF_214	27690	1188	42.90	594	0	204	390	0.52
SCAF_215	27659	4	0.14	2	0	1	1	1.00
SCAF_216	27637	714	25.83	357	0	250	107	2.34
SCAF_217	27634	776	28.08	388	0	237	151	1.57
SCAF_218	27594	1212	43.92	606	0	381	225	1.69
SCAF_219	27563	98	3.56	49	0	33	16	2.06
SCAF_22	121580	6714	55.22	3357	0	2233	1124	1.99
SCAF_220	27545	1192	43.27	596	0	412	184	2.24
SCAF_221	27530	1284	46.64	642	0	247	395	0.63
SCAF_222	27515	326	11.85	163	0	121	42	2.88
SCAF_223	27476	754	27.44	377	0	218	159	1.37
SCAF_224	27450	462	16.83	231	0	81	150	0.54
SCAF_225	27344	1126	41.18	563	0	431	132	3.27
SCAF_226	27270	426	15.62	213	0	154	59	2.61
SCAF_227	27232	1160	42.60	580	0	353	227	1.56
SCAF_228	27189	842	30.97	421	0	234	187	1.25
SCAF_229	27037	718	26.56	359	0	235	124	1.90
SCAF_23	117381	5138	43.77	2569	0	1631	938	1.74
SCAF_230	26948	1254	46.53	627	0	483	144	3.35
SCAF_231	26899	642	23.87	321	0	107	214	0.50
SCAF_232	26856	756	28.15	378	0	128	250	0.51
SCAF_233	26767	1032	38.55	516	0	363	153	2.37
SCAF_234	26700	0	0.00	0	0	0	0	0
SCAF_235	26660	8	0.30	4	0	1	3	0.33
SCAF_236	26499	1082	40.83	541	0	140	401	0.35
SCAF_237	26482	390	14.73	195	0	117	78	1.50
SCAF_238	26369	674	25.56	337	0	134	203	0.66
SCAF_239	26171	946	36.15	473	0	138	335	0.41
SCAF_24	115879	6374	55.01	3187	0	2108	1079	1.95
SCAF_240	26148	1196	45.74	598	0	410	188	2.18
SCAF_241	26131	1458	55.80	729	0	500	229	2.18
SCAF_242	26114	878	33.62	439	0	84	355	0.24
SCAF_243	26085	816	31.28	408	0	182	226	0.81
SCAF_244	26060	220	8.44	110	0	58	52	1.12
SCAF_245	25968	502	19.33	251	0	98	153	0.64
SCAF_246	25946	14	0.54	7	0	3	4	0.75
SCAF_247	25940	1474	56.82	737	0	479	258	1.86
SCAF_248	25895	778	30.04	389	0	254	135	1.88
SCAF_249	25885	1120	43.27	560	0	158	402	0.39
SCAF_25	115495	5506	47.67	2753	0	1703	1050	1.62
SCAF_250	25884	902	34.85	451	0	307	144	2.13
SCAF_251	25874	616	23.81	308	0	227	81	2.80
SCAF_252	25864	128	4.95	64	0	41	23	1.78
SCAF_253	25825	794	30.75	397	0	158	239	0.66
SCAF_254	25798	1110	43.03	555	0	343	212	1.62
SCAF_255	25728	1090	42.37	545	0	409	136	3.01
SCAF_256	25725	582	22.62	291	0	157	134	1.17
SCAF_257	25720	468	18.20	234	0	153	81	1.89
SCAF_258	25700	864	33.62	432	0	268	164	1.63
SCAF_259	25645	788	30.73	394	0	252	142	1.77
SCAF_26	113072	4250	37.59	2125	0	1421	704	2.02
SCAF_260	25595	1104	43.13	552	0	367	185	1.98
SCAF_261	25593	1348	52.67	674	0	203	471	0.43
SCAF_262	25592	906	35.40	453	0	184	269	0.68
SCAF_263	25481	584	22.92	292	0	211	81	2.60
SCAF_264	25444	1328	52.19	664	0	420	244	1.72
SCAF_265	25436	516	20.29	258	0	77	181	0.43
SCAF_266	25377	1008	39.72	504	0	351	153	2.29
SCAF_267	25340	1322	52.17	661	0	448	213	2.10
SCAF_268	25329	664	26.22	332	0	200	132	1.52
SCAF_269	25264	606	23.99	303	0	221	82	2.70
SCAF_27	110609	1846	16.69	923	0	768	155	4.95
SCAF_270	25225	652	25.85	326	0	97	229	0.42
SCAF_271	25206	598	23.72	299	0	179	120	1.49
SCAF_272	25161	560	22.26	280	0	172	108	1.59
SCAF_273	25090	876	34.91	438	0	306	132	2.32
SCAF_274	24834	346	13.93	173	0	52	121	0.43
SCAF_275	24832	1026	41.32	513	0	356	157	2.27
SCAF_276	24811	720	29.02	360	0	241	119	2.03
SCAF_277	24713	484	19.58	242	0	166	76	2.18
SCAF_278	24673	678	27.48	339	0	91	248	0.37
SCAF_279	24542	858	34.96	429	0	161	268	0.60
SCAF_28	109542	3550	32.41	1775	0	1352	423	3.20
SCAF_280	24528	736	30.01	368	0	257	111	2.32
SCAF_281	24435	58	2.37	29	0	18	11	1.64
SCAF_282	24359	94	3.86	47	0	23	24	0.96
SCAF_283	24173	962	39.80	481	0	333	148	2.25
SCAF_284	24152	0	0.00	0	0	0	0	0
SCAF_285	24110	102	4.23	51	0	24	27	0.89
SCAF_286	24066	622	25.85	311	0	197	114	1.73
SCAF_287	23981	138	5.75	69	0	40	29	1.38
SCAF_288	23980	1024	42.70	512	0	237	275	0.86
SCAF_289	23950	836	34.91	418	0	247	171	1.44
SCAF_29	108319	4788	44.20	2394	0	1809	585	3.09
SCAF_290	23945	974	40.68	487	0	307	180	1.71
SCAF_291	23886	578	24.20	289	0	129	160	0.81
SCAF_292	23860	464	19.45	232	0	163	69	2.36
SCAF_293	23814	1386	58.20	693	0	256	437	0.59
SCAF_294	23796	694	29.16	347	0	71	276	0.26
SCAF_295	23767	1078	45.36	539	0	186	353	0.53
SCAF_296	23762	690	29.04	345	0	195	150	1.30
SCAF_297	23695	816	34.44	408	0	308	100	3.08
SCAF_298	23666	140	5.92	70	0	35	35	1.00
SCAF_299	23648	298	12.60	149	0	96	53	1.81
SCAF_3	3666439	0	0.00	0	0	0	0	0
SCAF_30	107902	4960	45.97	2480	0	1704	776	2.20
SCAF_300	23643	4	0.17	2	0	2	0	0
SCAF_301	23638	722	30.54	361	0	253	108	2.34
SCAF_302	23633	820	34.70	410	0	67	343	0.20
SCAF_303	23629	948	40.12	474	0	138	336	0.41
SCAF_304	23571	936	39.71	468	0	327	141	2.32
SCAF_305	23555	862	36.60	431	0	291	140	2.08
SCAF_306	23322	416	17.84	208	0	132	76	1.74
SCAF_307	23295	794	34.08	397	0	98	299	0.33
SCAF_308	23075	0	0.00	0	0	0	0	0
SCAF_309	23057	700	30.36	350	0	117	233	0.50
SCAF_31	106626	2246	21.06	1123	0	810	313	2.59
SCAF_310	23011	1022	44.41	511	0	153	358	0.43
SCAF_311	22999	74	3.22	37	0	26	11	2.36
SCAF_312	22896	1106	48.31	553	0	156	397	0.39
SCAF_313	22877	582	25.44	291	0	223	68	3.28
SCAF_314	22871	8	0.35	4	0	2	2	1.00
SCAF_315	22844	676	29.59	338	0	223	115	1.94
SCAF_316	22844	148	6.48	74	0	29	45	0.64
SCAF_317	22833	838	36.70	419	0	190	229	0.83
SCAF_318	22713	604	26.59	302	0	186	116	1.60
SCAF_319	22685	306	13.49	153	0	96	57	1.68
SCAF_32	102192	2608	25.52	1304	0	974	330	2.95
SCAF_320	22653	400	17.66	200	0	120	80	1.50
SCAF_321	22554	892	39.55	446	0	170	276	0.62
SCAF_322	22539	864	38.33	432	0	110	322	0.34
SCAF_323	22525	604	26.81	302	0	230	72	3.19
SCAF_324	22489	946	42.07	473	0	345	128	2.70
SCAF_325	22468	930	41.39	465	0	323	142	2.27
SCAF_326	22392	0	0.00	0	0	0	0	0
SCAF_327	22337	358	16.03	179	0	103	76	1.36
SCAF_328	22280	4	0.18	2	0	1	1	1.00
SCAF_329	22245	532	23.92	266	0	187	79	2.37
SCAF_33	98221	5064	51.56	2532	0	1672	860	1.94
SCAF_330	22040	434	19.69	217	0	128	89	1.44
SCAF_331	22029	90	4.09	45	0	15	30	0.50
SCAF_332	21923	916	41.78	458	0	188	270	0.70
SCAF_333	21867	642	29.36	321	0	242	79	3.06
SCAF_334	21813	780	35.76	390	0	153	237	0.65
SCAF_335	21800	688	31.56	344	0	223	121	1.84
SCAF_336	21691	586	27.02	293	0	203	90	2.26
SCAF_337	21675	414	19.10	207	0	111	96	1.16
SCAF_338	21621	732	33.86	366	0	239	127	1.88
SCAF_339	21529	700	32.51	350	0	205	145	1.41
SCAF_34	97882	5116	52.27	2558	0	1793	765	2.34
SCAF_340	21472	654	30.46	327	0	199	128	1.55
SCAF_341	21449	710	33.10	355	0	114	241	0.47
SCAF_342	21444	542	25.28	271	0	199	72	2.76
SCAF_343	21365	184	8.61	92	0	45	47	0.96
SCAF_344	21355	316	14.80	158	0	103	55	1.87
SCAF_345	21334	858	40.22	429	0	171	258	0.66
SCAF_346	21294	0	0.00	0	0	0	0	0
SCAF_347	21288	76	3.57	38	0	21	17	1.24
SCAF_348	21209	246	11.60	123	0	95	28	3.39
SCAF_349	21199	106	5.00	53	0	28	25	1.12
SCAF_35	95705	4030	42.11	2015	0	1170	845	1.38
SCAF_350	21189	372	17.56	186	0	109	77	1.42
SCAF_351	21106	844	39.99	422	0	264	158	1.67
SCAF_352	21098	430	20.38	215	0	155	60	2.58
SCAF_353	21078	196	9.30	98	0	70	28	2.50
SCAF_354	20991	918	43.73	459	0	323	136	2.38
SCAF_355	20981	228	10.87	114	0	73	41	1.78
SCAF_356	20980	942	44.90	471	0	180	291	0.62
SCAF_357	20976	248	11.82	124	0	84	40	2.10
SCAF_358	20871	312	14.95	156	0	89	67	1.33
SCAF_359	20831	612	29.38	306	0	211	95	2.22
SCAF_36	94431	2780	29.44	1390	0	1047	343	3.05
SCAF_360	20777	464	22.33	232	0	152	80	1.90
SCAF_361	20737	712	34.33	356	0	219	137	1.60
SCAF_362	20702	1118	54.00	559	0	323	236	1.37
SCAF_363	20586	94	4.57	47	0	36	11	3.27
SCAF_364	20574	666	32.37	333	0	241	92	2.62
SCAF_365	20553	172	8.37	86	0	53	33	1.61
SCAF_366	20522	568	27.68	284	0	199	85	2.34
SCAF_367	20517	716	34.90	358	0	261	97	2.69
SCAF_368	20452	314	15.35	157	0	113	44	2.57
SCAF_369	20438	916	44.82	458	0	323	135	2.39
SCAF_37	92851	3532	38.04	1766	0	1275	491	2.60
SCAF_370	20350	752	36.95	376	0	233	143	1.63
SCAF_371	20349	612	30.08	306	0	191	115	1.66
SCAF_372	20285	340	16.76	170	0	138	32	4.31
SCAF_373	20282	548	27.02	274	0	186	88	2.11
SCAF_374	20282	16	0.79	8	0	6	2	3.00
SCAF_375	20179	400	19.82	200	0	112	88	1.27
SCAF_376	20174	1000	49.57	500	0	173	327	0.53
SCAF_377	20160	846	41.96	423	0	121	302	0.40
SCAF_378	20157	0	0.00	0	0	0	0	0
SCAF_379	20150	364	18.06	182	0	107	75	1.43
SCAF_38	89142	3790	42.52	1895	0	1281	614	2.09
SCAF_380	20140	464	23.04	232	0	153	79	1.94
SCAF_381	20082	422	21.01	211	0	86	125	0.69
SCAF_382	20068	978	48.73	489	0	341	148	2.30
SCAF_383	20052	972	48.47	486	0	342	144	2.38
SCAF_384	20039	572	28.54	286	0	174	112	1.55
SCAF_385	20036	1044	52.11	522	0	369	153	2.41
SCAF_386	20004	796	39.79	398	0	136	262	0.52
SCAF_387	19967	652	32.65	326	0	149	177	0.84
SCAF_388	19953	1016	50.92	508	0	351	157	2.24
SCAF_389	19874	242	12.18	121	0	69	52	1.33
SCAF_39	88257	4230	47.93	2115	0	1361	754	1.81
SCAF_390	19870	10	0.50	5	0	2	3	0.67
SCAF_391	19819	210	10.60	105	0	38	67	0.57
SCAF_392	19814	322	16.25	161	0	78	83	0.94
SCAF_393	19805	134	6.77	67	0	48	19	2.53
SCAF_394	19796	824	41.62	412	0	97	315	0.31
SCAF_395	19788	14	0.71	7	0	3	4	0.75
SCAF_396	19769	556	28.12	278	0	103	175	0.59
SCAF_397	19737	872	44.18	436	0	316	120	2.63
SCAF_398	19694	1024	52.00	512	0	282	230	1.23
SCAF_399	19627	550	28.02	275	0	72	203	0.35
SCAF_4	2601389	0	0.00	0	0	0	0	0
SCAF_40	85354	3658	42.86	1829	0	1335	494	2.70
SCAF_400	19559	462	23.62	231	0	133	98	1.36
SCAF_401	19529	650	33.28	325	0	210	115	1.83
SCAF_402	19485	776	39.83	388	0	271	117	2.32
SCAF_403	19440	606	31.17	303	0	224	79	2.84
SCAF_404	19429	452	23.26	226	0	136	90	1.51
SCAF_405	19412	620	31.94	310	0	217	93	2.33
SCAF_406	19412	438	22.56	219	0	129	90	1.43
SCAF_407	19392	524	27.02	262	0	155	107	1.45
SCAF_408	19383	90	4.64	45	0	33	12	2.75
SCAF_409	19350	1076	55.61	538	0	410	128	3.20
SCAF_41	82239	3138	38.16	1569	0	1163	406	2.86
SCAF_410	19334	534	27.62	267	0	104	163	0.64
SCAF_411	19319	70	3.62	35	0	20	15	1.33
SCAF_412	19298	942	48.81	471	0	359	112	3.21
SCAF_413	19281	920	47.72	460	0	282	178	1.58
SCAF_414	19250	506	26.29	253	0	187	66	2.83
SCAF_415	19240	858	44.59	429	0	282	147	1.92
SCAF_416	19198	374	19.48	187	0	129	58	2.22
SCAF_417	19156	78	4.07	39	0	16	23	0.70
SCAF_418	19069	0	0.00	0	0	0	0	0
SCAF_419	19061	280	14.69	140	0	84	56	1.50
SCAF_42	77162	2650	34.34	1325	0	949	376	2.52
SCAF_420	19040	76	3.99	38	0	22	16	1.38
SCAF_421	19012	862	45.34	431	0	132	299	0.44
SCAF_422	18950	148	7.81	74	0	56	18	3.11
SCAF_423	18945	628	33.15	314	0	96	218	0.44
SCAF_424	18943	460	24.28	230	0	150	80	1.88
SCAF_425	18932	886	46.80	443	0	265	178	1.49
SCAF_426	18882	336	17.79	168	0	108	60	1.80
SCAF_427	18874	440	23.31	220	0	137	83	1.65
SCAF_428	18866	838	44.42	419	0	298	121	2.46
SCAF_429	18866	324	17.17	162	0	112	50	2.24
SCAF_43	76714	3798	49.51	1899	0	1347	552	2.44
SCAF_430	18815	688	36.57	344	0	133	211	0.63
SCAF_431	18805	824	43.82	412	0	272	140	1.94
SCAF_432	18790	1062	56.52	531	0	390	141	2.77
SCAF_433	18773	548	29.19	274	0	200	74	2.70
SCAF_434	18766	366	19.50	183	0	138	45	3.07
SCAF_435	18753	334	17.81	167	0	117	50	2.34
SCAF_436	18746	102	5.44	51	0	39	12	3.25
SCAF_437	18721	574	30.66	287	0	45	242	0.19
SCAF_438	18669	432	23.14	216	0	143	73	1.96
SCAF_439	18588	450	24.21	225	0	173	52	3.33
SCAF_44	76272	2344	30.73	1172	0	877	295	2.97
SCAF_440	18561	736	39.65	368	0	214	154	1.39
SCAF_441	18530	604	32.60	302	0	239	63	3.79
SCAF_442	18489	850	45.97	425	0	318	107	2.97
SCAF_443	18479	298	16.13	149	0	88	61	1.44
SCAF_444	18424	366	19.87	183	0	131	52	2.52
SCAF_445	18396	834	45.34	417	0	134	283	0.47
SCAF_446	18392	338	18.38	169	0	116	53	2.19
SCAF_447	18255	488	26.73	244	0	153	91	1.68
SCAF_448	18252	930	50.95	465	0	336	129	2.60
SCAF_449	18248	672	36.83	336	0	99	237	0.42
SCAF_45	73110	2368	32.39	1184	0	198	986	0.20
SCAF_450	18208	728	39.98	364	0	270	94	2.87
SCAF_451	18202	496	27.25	248	0	147	101	1.46
SCAF_452	18192	324	17.81	162	0	114	48	2.38
SCAF_453	18150	530	29.20	265	0	192	73	2.63
SCAF_454	18134	84	4.63	42	0	27	15	1.80
SCAF_455	18114	30	1.66	15	0	6	9	0.67
SCAF_456	18112	646	35.67	323	0	233	90	2.59
SCAF_457	18054	848	46.97	424	0	275	149	1.85
SCAF_458	18006	802	44.54	401	0	119	282	0.42
SCAF_459	18000	90	5.00	45	0	27	18	1.50
SCAF_46	72118	3632	50.36	1816	0	1287	529	2.43
SCAF_460	17967	606	33.73	303	0	218	85	2.56
SCAF_461	17943	740	41.24	370	0	238	132	1.80
SCAF_462	17929	492	27.44	246	0	187	59	3.17
SCAF_463	17921	58	3.24	29	0	14	15	0.93
SCAF_464	17913	846	47.23	423	0	140	283	0.49
SCAF_465	17912	406	22.67	203	0	79	124	0.64
SCAF_466	17886	308	17.22	154	0	98	56	1.75
SCAF_467	17859	240	13.44	120	0	89	31	2.87
SCAF_468	17837	276	15.47	138	0	102	36	2.83
SCAF_469	17802	90	5.06	45	0	29	16	1.81
SCAF_47	70166	2938	41.87	1469	0	971	498	1.95
SCAF_470	17776	322	18.11	161	0	106	55	1.93
SCAF_471	17682	552	31.22	276	0	202	74	2.73
SCAF_472	17646	760	43.07	380	0	273	107	2.55
SCAF_473	17646	380	21.53	190	0	140	50	2.80
SCAF_474	17642	6	0.34	3	0	0	3	0.00
SCAF_475	17613	50	2.84	25	0	18	7	2.57
SCAF_476	17602	538	30.56	269	0	159	110	1.45
SCAF_477	17571	70	3.98	35	0	23	12	1.92
SCAF_478	17535	512	29.20	256	0	115	141	0.82
SCAF_479	17528	636	36.28	318	0	175	143	1.22
SCAF_48	69627	3854	55.35	1927	0	1325	602	2.20
SCAF_480	17503	472	26.97	236	0	78	158	0.49
SCAF_481	17502	730	41.71	365	0	246	119	2.07
SCAF_482	17480	176	10.07	88	0	42	46	0.91
SCAF_483	17476	758	43.37	379	0	253	126	2.01
SCAF_484	17457	506	28.99	253	0	190	63	3.02
SCAF_485	17386	712	40.95	356	0	110	246	0.45
SCAF_486	17362	736	42.39	368	0	144	224	0.64
SCAF_487	17332	412	23.77	206	0	65	141	0.46
SCAF_488	17327	812	46.86	406	0	160	246	0.65
SCAF_489	17303	596	34.44	298	0	89	209	0.43
SCAF_49	69624	1648	23.67	824	0	558	266	2.10
SCAF_490	17273	782	45.27	391	0	106	285	0.37
SCAF_491	17245	866	50.22	433	0	294	139	2.12
SCAF_492	17239	554	32.14	277	0	43	234	0.18
SCAF_493	17219	830	48.20	415	0	124	291	0.43
SCAF_494	17218	510	29.62	255	0	109	146	0.75
SCAF_495	17211	842	48.92	421	0	260	161	1.61
SCAF_496	17198	512	29.77	256	0	58	198	0.29
SCAF_497	17190	52	3.03	26	0	18	8	2.25
SCAF_498	17162	472	27.50	236	0	159	77	2.06
SCAF_499	17147	430	25.08	215	0	65	150	0.43
SCAF_5	2032088	0	0.00	0	0	0	0	0
SCAF_50	68258	3602	52.77	1801	0	1209	592	2.04
SCAF_500	17144	406	23.68	203	0	139	64	2.17
SCAF_501	17142	254	14.82	127	0	89	38	2.34
SCAF_502	17124	504	29.43	252	0	171	81	2.11
SCAF_503	17118	0	0.00	0	0	0	0	0
SCAF_504	17076	292	17.10	146	0	110	36	3.06
SCAF_505	17047	0	0.00	0	0	0	0	0
SCAF_506	17043	458	26.87	229	0	169	60	2.82
SCAF_507	17035	560	32.87	280	0	197	83	2.37
SCAF_508	17021	488	28.67	244	0	167	77	2.17
SCAF_509	16971	684	40.30	342	0	113	229	0.49
SCAF_51	66966	2156	32.20	1078	0	837	241	3.47
SCAF_510	16897	760	44.98	380	0	237	143	1.66
SCAF_511	16849	502	29.79	251	0	114	137	0.83
SCAF_512	16807	644	38.32	322	0	163	159	1.03
SCAF_513	16787	80	4.77	40	0	23	17	1.35
SCAF_514	16784	692	41.23	346	0	92	254	0.36
SCAF_515	16776	730	43.51	365	0	125	240	0.52
SCAF_516	16745	112	6.69	56	0	30	26	1.15
SCAF_517	16741	478	28.55	239	0	74	165	0.45
SCAF_518	16733	660	39.44	330	0	211	119	1.77
SCAF_519	16710	596	35.67	298	0	161	137	1.18
SCAF_52	66855	1882	28.15	941	0	621	320	1.94
SCAF_520	16702	10	0.60	5	0	4	1	4.00
SCAF_521	16701	478	28.62	239	0	102	137	0.74
SCAF_522	16645	690	41.45	345	0	235	110	2.14
SCAF_523	16623	670	40.31	335	0	146	189	0.77
SCAF_524	16568	216	13.04	108	0	60	48	1.25
SCAF_525	16548	460	27.80	230	0	163	67	2.43
SCAF_526	16541	560	33.86	280	0	51	229	0.22
SCAF_527	16518	2	0.12	1	0	0	1	0.00
SCAF_528	16510	518	31.37	259	0	71	188	0.38
SCAF_529	16492	650	39.41	325	0	239	86	2.78
SCAF_53	65552	2246	34.26	1123	0	761	362	2.10
SCAF_530	16462	138	8.38	69	0	49	20	2.45
SCAF_531	16461	18	1.09	9	0	5	4	1.25
SCAF_532	16447	576	35.02	288	0	178	110	1.62
SCAF_533	16383	628	38.33	314	0	220	94	2.34
SCAF_534	16345	384	23.49	192	0	100	92	1.09
SCAF_535	16343	276	16.89	138	0	78	60	1.30
SCAF_536	16333	394	24.12	197	0	141	56	2.52
SCAF_537	16287	490	30.09	245	0	155	90	1.72
SCAF_538	16266	256	15.74	128	0	42	86	0.49
SCAF_539	16246	68	4.19	34	0	20	14	1.43
