Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_176	30301	1194	39.40	0	597	20	22	0.91
SCAF_177	30226	712	23.56	0	356	24	10	2.40
SCAF_178	30187	488	16.17	0	244	9	5	1.80
SCAF_179	30183	1968	65.20	0	984	28	84	0.33
SCAF_18	160122	5034	31.44	0	2517	135	98	1.38
SCAF_180	30131	1248	41.42	0	624	27	30	0.90
SCAF_181	30071	644	21.42	0	322	14	8	1.75
SCAF_182	30032	2274	75.72	0	1137	53	49	1.08
SCAF_183	30005	132	4.40	0	66	3	1	3.00
SCAF_184	29541	1124	38.05	0	562	15	4	3.75
SCAF_185	29415	672	22.85	0	336	18	14	1.29
SCAF_186	29375	1330	45.28	0	665	17	36	0.47
SCAF_187	29360	838	28.54	0	419	13	13	1.00
SCAF_188	29327	1582	53.94	0	791	49	41	1.20
SCAF_189	29236	614	21.00	0	307	13	12	1.08
SCAF_19	139354	1332	9.56	0	666	31	22	1.41
SCAF_190	29216	2336	79.96	0	1168	35	29	1.21
SCAF_191	29200	720	24.66	0	360	5	8	0.62
SCAF_192	29083	136	4.68	0	68	0	1	0.00
SCAF_193	29081	798	27.44	0	399	6	4	1.50
SCAF_194	28863	342	11.85	0	171	4	0	0
SCAF_195	28688	1074	37.44	0	537	11	11	1.00
SCAF_196	28688	1656	57.72	0	828	22	51	0.43
SCAF_197	28670	1102	38.44	0	551	24	14	1.71
SCAF_198	28585	1372	48.00	0	686	40	23	1.74
SCAF_199	28585	1220	42.68	0	610	23	23	1.00
SCAF_2	4079479	0	0.00	0	0	0	0	0
SCAF_20	131876	7586	57.52	0	3793	252	189	1.33
SCAF_200	28563	2356	82.48	0	1178	30	83	0.36
SCAF_201	28551	566	19.82	0	283	7	5	1.40
SCAF_202	28219	1720	60.95	0	860	25	57	0.44
SCAF_203	28217	614	21.76	0	307	8	10	0.80
SCAF_204	28187	1798	63.79	0	899	18	18	1.00
SCAF_205	28138	1050	37.32	0	525	10	25	0.40
SCAF_206	28111	746	26.54	0	373	9	7	1.29
SCAF_207	27959	1750	62.59	0	875	55	44	1.25
SCAF_208	27935	84	3.01	0	42	0	0	0
SCAF_209	27830	1570	56.41	0	785	23	59	0.39
SCAF_21	130124	6054	46.52	0	3027	182	142	1.28
SCAF_210	27781	812	29.23	0	406	4	18	0.22
SCAF_211	27774	1520	54.73	0	760	51	36	1.42
SCAF_212	27772	552	19.88	0	276	8	13	0.62
SCAF_213	27728	756	27.26	0	378	16	14	1.14
SCAF_214	27690	2060	74.40	0	1030	24	60	0.40
SCAF_215	27659	34	1.23	0	17	0	0	0
SCAF_216	27637	958	34.66	0	479	19	8	2.38
SCAF_217	27634	592	21.42	0	296	7	5	1.40
SCAF_218	27594	1744	63.20	0	872	57	40	1.43
SCAF_219	27563	134	4.86	0	67	0	0	0
SCAF_22	121580	7674	63.12	0	3837	240	185	1.30
SCAF_220	27545	1772	64.33	0	886	60	50	1.20
SCAF_221	27530	1290	46.86	0	645	15	24	0.62
SCAF_222	27515	194	7.05	0	97	4	3	1.33
SCAF_223	27476	794	28.90	0	397	9	15	0.60
SCAF_224	27450	648	23.61	0	324	5	8	0.62
SCAF_225	27344	754	27.57	0	377	4	3	1.33
SCAF_226	27270	782	28.68	0	391	15	17	0.88
SCAF_227	27232	838	30.77	0	419	13	13	1.00
SCAF_228	27189	1654	60.83	0	827	33	14	2.36
SCAF_229	27037	784	29.00	0	392	13	9	1.44
SCAF_23	117381	7258	61.83	0	3629	215	149	1.44
SCAF_230	26948	566	21.00	0	283	14	5	2.80
SCAF_231	26899	992	36.88	0	496	7	29	0.24
SCAF_232	26856	1244	46.32	0	622	11	24	0.46
SCAF_233	26767	672	25.11	0	336	12	12	1.00
SCAF_234	26700	0	0.00	0	0	0	0	0
SCAF_235	26660	104	3.90	0	52	0	0	0
SCAF_236	26499	1602	60.46	0	801	11	31	0.35
SCAF_237	26482	884	33.38	0	442	16	21	0.76
SCAF_238	26369	882	33.45	0	441	9	17	0.53
SCAF_239	26171	1614	61.67	0	807	17	47	0.36
SCAF_24	115879	5706	49.24	0	2853	162	131	1.24
SCAF_240	26148	750	28.68	0	375	3	10	0.30
SCAF_241	26131	1516	58.02	0	758	38	33	1.15
SCAF_242	26114	1024	39.21	0	512	3	11	0.27
SCAF_243	26085	668	25.61	0	334	12	11	1.09
SCAF_244	26060	238	9.13	0	119	1	1	1.00
SCAF_245	25968	422	16.25	0	211	1	4	0.25
SCAF_246	25946	50	1.93	0	25	0	0	0
SCAF_247	25940	1566	60.37	0	783	54	45	1.20
SCAF_248	25895	450	17.38	0	225	1	1	1.00
SCAF_249	25885	2014	77.81	0	1007	30	72	0.42
SCAF_25	115495	9114	78.91	0	4557	225	235	0.96
SCAF_250	25884	1182	45.67	0	591	29	38	0.76
SCAF_251	25874	446	17.24	0	223	4	6	0.67
SCAF_252	25864	86	3.33	0	43	0	0	0
SCAF_253	25825	776	30.05	0	388	3	11	0.27
SCAF_254	25798	2514	97.45	0	1257	32	40	0.80
SCAF_255	25728	374	14.54	0	187	5	4	1.25
SCAF_256	25725	736	28.61	0	368	2	5	0.40
SCAF_257	25720	1092	42.46	0	546	33	28	1.18
SCAF_258	25700	2024	78.75	0	1012	39	29	1.34
SCAF_259	25645	876	34.16	0	438	11	19	0.58
SCAF_26	113072	6374	56.37	0	3187	188	162	1.16
SCAF_260	25595	1410	55.09	0	705	40	26	1.54
SCAF_261	25593	1504	58.77	0	752	17	49	0.35
SCAF_262	25592	936	36.57	0	468	6	23	0.26
SCAF_263	25481	904	35.48	0	452	14	21	0.67
SCAF_264	25444	1902	74.75	0	951	84	68	1.24
SCAF_265	25436	470	18.48	0	235	1	3	0.33
SCAF_266	25377	888	34.99	0	444	17	14	1.21
SCAF_267	25340	1624	64.09	0	812	74	53	1.40
SCAF_268	25329	938	37.03	0	469	7	24	0.29
SCAF_269	25264	468	18.52	0	234	3	6	0.50
SCAF_27	110609	10884	98.40	0	5442	527	161	3.27
SCAF_270	25225	630	24.98	0	315	2	7	0.29
SCAF_271	25206	1396	55.38	0	698	23	23	1.00
SCAF_272	25161	668	26.55	0	334	12	10	1.20
SCAF_273	25090	636	25.35	0	318	4	11	0.36
SCAF_274	24834	298	12.00	0	149	0	8	0.00
SCAF_275	24832	2058	82.88	0	1029	56	53	1.06
SCAF_276	24811	724	29.18	0	362	20	8	2.50
SCAF_277	24713	622	25.17	0	311	13	9	1.44
SCAF_278	24673	586	23.75	0	293	4	8	0.50
SCAF_279	24542	1162	47.35	0	581	14	27	0.52
SCAF_28	109542	2228	20.34	0	1114	59	45	1.31
SCAF_280	24528	552	22.50	0	276	2	8	0.25
SCAF_281	24435	92	3.77	0	46	0	0	0
SCAF_282	24359	352	14.45	0	176	6	7	0.86
SCAF_283	24173	1064	44.02	0	532	30	28	1.07
SCAF_284	24152	50	2.07	0	25	0	1	0.00
SCAF_285	24110	66	2.74	0	33	0	0	0
SCAF_286	24066	534	22.19	0	267	2	1	2.00
SCAF_287	23981	210	8.76	0	105	2	1	2.00
SCAF_288	23980	700	29.19	0	350	9	10	0.90
SCAF_289	23950	748	31.23	0	374	7	10	0.70
SCAF_29	108319	12578	116.12	0	6289	498	272	1.83
SCAF_290	23945	734	30.65	0	367	19	21	0.90
SCAF_291	23886	464	19.43	0	232	7	6	1.17
SCAF_292	23860	450	18.86	0	225	5	3	1.67
SCAF_293	23814	1298	54.51	0	649	20	37	0.54
SCAF_294	23796	1166	49.00	0	583	13	32	0.41
SCAF_295	23767	2232	93.91	0	1116	20	75	0.27
SCAF_296	23762	1646	69.27	0	823	34	17	2.00
SCAF_297	23695	1360	57.40	0	680	34	24	1.42
SCAF_298	23666	324	13.69	0	162	2	5	0.40
SCAF_299	23648	764	32.31	0	382	19	9	2.11
SCAF_3	3666439	0	0.00	0	0	0	0	0
SCAF_30	107902	6180	57.27	0	3090	111	44	2.52
SCAF_300	23643	24	1.02	0	12	0	0	0
SCAF_301	23638	394	16.67	0	197	7	4	1.75
SCAF_302	23633	1222	51.71	0	611	6	42	0.14
SCAF_303	23629	1626	68.81	0	813	13	51	0.25
SCAF_304	23571	1092	46.33	0	546	32	28	1.14
SCAF_305	23555	1042	44.24	0	521	23	26	0.88
SCAF_306	23322	456	19.55	0	228	7	7	1.00
SCAF_307	23295	800	34.34	0	400	4	26	0.15
SCAF_308	23075	2	0.09	0	1	0	0	0
SCAF_309	23057	1230	53.35	0	615	17	30	0.57
SCAF_31	106626	3406	31.94	0	1703	63	25	2.52
SCAF_310	23011	1710	74.31	0	855	24	63	0.38
SCAF_311	22999	86	3.74	0	43	0	0	0
SCAF_312	22896	2156	94.16	0	1078	31	72	0.43
SCAF_313	22877	284	12.41	0	142	4	2	2.00
SCAF_314	22871	26	1.14	0	13	0	1	0.00
SCAF_315	22844	790	34.58	0	395	1	9	0.11
SCAF_316	22844	454	19.87	0	227	4	8	0.50
SCAF_317	22833	1036	45.37	0	518	24	42	0.57
SCAF_318	22713	1330	58.56	0	665	15	10	1.50
SCAF_319	22685	464	20.45	0	232	5	6	0.83
SCAF_32	102192	4686	45.85	0	2343	103	70	1.47
SCAF_320	22653	380	16.77	0	190	2	5	0.40
SCAF_321	22554	1416	62.78	0	708	10	39	0.26
SCAF_322	22539	1240	55.02	0	620	8	37	0.22
SCAF_323	22525	468	20.78	0	234	6	5	1.20
SCAF_324	22489	1402	62.34	0	701	60	40	1.50
SCAF_325	22468	838	37.30	0	419	19	10	1.90
SCAF_326	22392	20	0.89	0	10	0	0	0
SCAF_327	22337	298	13.34	0	149	2	2	1.00
SCAF_328	22280	0	0.00	0	0	0	0	0
SCAF_329	22245	540	24.28	0	270	5	4	1.25
SCAF_33	98221	6368	64.83	0	3184	190	176	1.08
SCAF_330	22040	584	26.50	0	292	3	9	0.33
SCAF_331	22029	158	7.17	0	79	0	0	0
SCAF_332	21923	904	41.24	0	452	10	28	0.36
SCAF_333	21867	418	19.12	0	209	10	2	5.00
SCAF_334	21813	1300	59.60	0	650	13	29	0.45
SCAF_335	21800	1168	53.58	0	584	24	37	0.65
SCAF_336	21691	378	17.43	0	189	1	1	1.00
SCAF_337	21675	518	23.90	0	259	2	3	0.67
SCAF_338	21621	1332	61.61	0	666	22	19	1.16
SCAF_339	21529	1128	52.39	0	564	15	16	0.94
SCAF_34	97882	6472	66.12	0	3236	221	159	1.39
SCAF_340	21472	746	34.74	0	373	3	8	0.38
SCAF_341	21449	912	42.52	0	456	10	11	0.91
SCAF_342	21444	2000	93.27	0	1000	66	19	3.47
SCAF_343	21365	346	16.19	0	173	3	6	0.50
SCAF_344	21355	526	24.63	0	263	16	7	2.29
SCAF_345	21334	1194	55.97	0	597	16	31	0.52
SCAF_346	21294	8	0.38	0	4	0	2	0.00
SCAF_347	21288	172	8.08	0	86	0	0	0
SCAF_348	21209	252	11.88	0	126	9	5	1.80
SCAF_349	21199	168	7.92	0	84	2	0	0
SCAF_35	95705	3214	33.58	0	1607	30	23	1.30
SCAF_350	21189	760	35.87	0	380	8	8	1.00
SCAF_351	21106	994	47.10	0	497	44	25	1.76
SCAF_352	21098	420	19.91	0	210	6	4	1.50
SCAF_353	21078	412	19.55	0	206	11	6	1.83
SCAF_354	20991	552	26.30	0	276	5	5	1.00
SCAF_355	20981	134	6.39	0	67	1	0	0
SCAF_356	20980	1080	51.48	0	540	10	23	0.43
SCAF_357	20976	332	15.83	0	166	2	5	0.40
SCAF_358	20871	344	16.48	0	172	1	3	0.33
SCAF_359	20831	246	11.81	0	123	2	1	2.00
SCAF_36	94431	3652	38.67	0	1826	100	59	1.69
SCAF_360	20777	336	16.17	0	168	0	8	0.00
SCAF_361	20737	944	45.52	0	472	11	34	0.32
SCAF_362	20702	1454	70.23	0	727	36	48	0.75
SCAF_363	20586	128	6.22	0	64	6	0	0
SCAF_364	20574	658	31.98	0	329	19	13	1.46
SCAF_365	20553	248	12.07	0	124	3	2	1.50
SCAF_366	20522	320	15.59	0	160	0	2	0.00
SCAF_367	20517	348	16.96	0	174	7	4	1.75
SCAF_368	20452	530	25.91	0	265	11	9	1.22
SCAF_369	20438	1110	54.31	0	555	25	24	1.04
SCAF_37	92851	3532	38.04	0	1766	80	65	1.23
SCAF_370	20350	1838	90.32	0	919	31	24	1.29
SCAF_371	20349	1102	54.15	0	551	15	15	1.00
SCAF_372	20285	132	6.51	0	66	1	1	1.00
SCAF_373	20282	566	27.91	0	283	5	2	2.50
SCAF_374	20282	44	2.17	0	22	0	1	0.00
SCAF_375	20179	808	40.04	0	404	11	17	0.65
SCAF_376	20174	1656	82.09	0	828	18	39	0.46
SCAF_377	20160	1198	59.42	0	599	9	32	0.28
SCAF_378	20157	6	0.30	0	3	0	0	0
SCAF_379	20150	708	35.14	0	354	16	18	0.89
SCAF_38	89142	4102	46.02	0	2051	143	115	1.24
SCAF_380	20140	844	41.91	0	422	14	13	1.08
SCAF_381	20082	520	25.89	0	260	2	7	0.29
SCAF_382	20068	468	23.32	0	234	2	1	2.00
SCAF_383	20052	500	24.94	0	250	4	6	0.67
SCAF_384	20039	924	46.11	0	462	20	34	0.59
SCAF_385	20036	826	41.23	0	413	8	12	0.67
SCAF_386	20004	1514	75.68	0	757	23	51	0.45
SCAF_387	19967	528	26.44	0	264	5	7	0.71
SCAF_388	19953	1598	80.09	0	799	46	26	1.77
SCAF_389	19874	252	12.68	0	126	4	1	4.00
SCAF_39	88257	4136	46.86	0	2068	105	90	1.17
SCAF_390	19870	30	1.51	0	15	0	0	0
SCAF_391	19819	728	36.73	0	364	6	12	0.50
SCAF_392	19814	682	34.42	0	341	3	5	0.60
SCAF_393	19805	366	18.48	0	183	8	7	1.14
SCAF_394	19796	1546	78.10	0	773	25	56	0.45
SCAF_395	19788	72	3.64	0	36	0	0	0
SCAF_396	19769	896	45.32	0	448	3	4	0.75
SCAF_397	19737	648	32.83	0	324	16	11	1.45
SCAF_398	19694	1524	77.38	0	762	32	38	0.84
SCAF_399	19627	824	41.98	0	412	4	17	0.24
SCAF_4	2601389	0	0.00	0	0	0	0	0
SCAF_40	85354	5956	69.78	0	2978	181	130	1.39
SCAF_400	19559	1194	61.05	0	597	23	35	0.66
SCAF_401	19529	992	50.80	0	496	9	25	0.36
SCAF_402	19485	424	21.76	0	212	6	8	0.75
SCAF_403	19440	406	20.88	0	203	1	5	0.20
SCAF_404	19429	494	25.43	0	247	3	6	0.50
SCAF_405	19412	294	15.15	0	147	7	6	1.17
SCAF_406	19412	612	31.53	0	306	6	11	0.55
SCAF_407	19392	574	29.60	0	287	5	10	0.50
SCAF_408	19383	94	4.85	0	47	0	1	0.00
SCAF_409	19350	388	20.05	0	194	3	8	0.38
SCAF_41	82239	3534	42.97	0	1767	127	88	1.44
SCAF_410	19334	814	42.10	0	407	7	12	0.58
SCAF_411	19319	92	4.76	0	46	1	0	0
SCAF_412	19298	1422	73.69	0	711	54	39	1.38
SCAF_413	19281	1386	71.88	0	693	34	43	0.79
SCAF_414	19250	454	23.58	0	227	16	8	2.00
SCAF_415	19240	730	37.94	0	365	10	13	0.77
SCAF_416	19198	570	29.69	0	285	11	10	1.10
SCAF_417	19156	202	10.54	0	101	0	3	0.00
SCAF_418	19069	0	0.00	0	0	0	0	0
SCAF_419	19061	560	29.38	0	280	16	11	1.45
SCAF_42	77162	3404	44.11	0	1702	125	64	1.95
SCAF_420	19040	184	9.66	0	92	3	1	3.00
SCAF_421	19012	1510	79.42	0	755	16	28	0.57
SCAF_422	18950	380	20.05	0	190	8	6	1.33
SCAF_423	18945	978	51.62	0	489	16	31	0.52
SCAF_424	18943	350	18.48	0	175	3	4	0.75
SCAF_425	18932	906	47.86	0	453	12	16	0.75
SCAF_426	18882	388	20.55	0	194	2	6	0.33
SCAF_427	18874	740	39.21	0	370	18	17	1.06
SCAF_428	18866	872	46.22	0	436	23	18	1.28
SCAF_429	18866	516	27.35	0	258	11	5	2.20
SCAF_43	76714	4718	61.50	0	2359	170	135	1.26
SCAF_430	18815	732	38.91	0	366	3	8	0.38
SCAF_431	18805	762	40.52	0	381	22	24	0.92
SCAF_432	18790	1004	53.43	0	502	30	33	0.91
SCAF_433	18773	432	23.01	0	216	2	6	0.33
SCAF_434	18766	414	22.06	0	207	10	5	2.00
SCAF_435	18753	494	26.34	0	247	14	11	1.27
SCAF_436	18746	312	16.64	0	156	16	11	1.45
SCAF_437	18721	914	48.82	0	457	1	30	0.03
SCAF_438	18669	340	18.21	0	170	3	1	3.00
SCAF_439	18588	420	22.60	0	210	6	5	1.20
SCAF_44	76272	2618	34.32	0	1309	43	22	1.95
SCAF_440	18561	1506	81.14	0	753	24	25	0.96
SCAF_441	18530	564	30.44	0	282	14	16	0.88
SCAF_442	18489	390	21.09	0	195	4	4	1.00
SCAF_443	18479	546	29.55	0	273	5	11	0.45
SCAF_444	18424	740	40.17	0	370	14	11	1.27
SCAF_445	18396	1228	66.75	0	614	14	42	0.33
SCAF_446	18392	440	23.92	0	220	10	6	1.67
SCAF_447	18255	558	30.57	0	279	7	8	0.88
SCAF_448	18252	600	32.87	0	300	13	7	1.86
SCAF_449	18248	940	51.51	0	470	10	27	0.37
SCAF_45	73110	3396	46.45	0	1698	29	114	0.25
SCAF_450	18208	186	10.22	0	93	0	2	0.00
SCAF_451	18202	894	49.12	0	447	16	17	0.94
SCAF_452	18192	310	17.04	0	155	1	1	1.00
SCAF_453	18150	222	12.23	0	111	4	1	4.00
SCAF_454	18134	174	9.60	0	87	0	1	0.00
SCAF_455	18114	38	2.10	0	19	0	0	0
SCAF_456	18112	406	22.42	0	203	3	2	1.50
SCAF_457	18054	1440	79.76	0	720	49	47	1.04
SCAF_458	18006	1428	79.31	0	714	18	49	0.37
SCAF_459	18000	110	6.11	0	55	1	2	0.50
SCAF_46	72118	4376	60.68	0	2188	157	132	1.19
SCAF_460	17967	460	25.60	0	230	13	6	2.17
SCAF_461	17943	538	29.98	0	269	7	6	1.17
SCAF_462	17929	420	23.43	0	210	11	1	11.00
SCAF_463	17921	44	2.46	0	22	0	0	0
SCAF_464	17913	1406	78.49	0	703	21	48	0.44
SCAF_465	17912	490	27.36	0	245	11	19	0.58
SCAF_466	17886	502	28.07	0	251	15	8	1.88
SCAF_467	17859	208	11.65	0	104	6	2	3.00
SCAF_468	17837	314	17.60	0	157	4	5	0.80
SCAF_469	17802	178	10.00	0	89	0	0	0
SCAF_47	70166	4168	59.40	0	2084	118	118	1.00
SCAF_470	17776	324	18.23	0	162	6	5	1.20
SCAF_471	17682	300	16.97	0	150	2	1	2.00
SCAF_472	17646	840	47.60	0	420	21	13	1.62
SCAF_473	17646	618	35.02	0	309	16	15	1.07
SCAF_474	17642	74	4.19	0	37	0	1	0.00
SCAF_475	17613	120	6.81	0	60	0	1	0.00
SCAF_476	17602	854	48.52	0	427	15	7	2.14
SCAF_477	17571	100	5.69	0	50	1	0	0
SCAF_478	17535	500	28.51	0	250	3	6	0.50
SCAF_479	17528	448	25.56	0	224	1	3	0.33
SCAF_48	69627	4312	61.93	0	2156	137	119	1.15
SCAF_480	17503	656	37.48	0	328	7	12	0.58
SCAF_481	17502	412	23.54	0	206	6	6	1.00
SCAF_482	17480	218	12.47	0	109	1	3	0.33
SCAF_483	17476	448	25.64	0	224	5	9	0.56
SCAF_484	17457	512	29.33	0	256	5	12	0.42
SCAF_485	17386	1116	64.19	0	558	21	33	0.64
SCAF_486	17362	1096	63.13	0	548	15	30	0.50
SCAF_487	17332	396	22.85	0	198	3	10	0.30
SCAF_488	17327	1172	67.64	0	586	10	51	0.20
SCAF_489	17303	1318	76.17	0	659	18	46	0.39
SCAF_49	69624	1900	27.29	0	950	29	8	3.62
SCAF_490	17273	680	39.37	0	340	5	13	0.38
SCAF_491	17245	1308	75.85	0	654	18	18	1.00
SCAF_492	17239	920	53.37	0	460	2	34	0.06
SCAF_493	17219	1510	87.69	0	755	15	67	0.22
SCAF_494	17218	658	38.22	0	329	5	19	0.26
SCAF_495	17211	636	36.95	0	318	3	9	0.33
SCAF_496	17198	976	56.75	0	488	10	16	0.62
SCAF_497	17190	108	6.28	0	54	0	0	0
SCAF_498	17162	404	23.54	0	202	8	7	1.14
SCAF_499	17147	582	33.94	0	291	4	10	0.40
SCAF_5	2032088	0	0.00	0	0	0	0	0
SCAF_50	68258	4022	58.92	0	2011	108	97	1.11
SCAF_500	17144	350	20.42	0	175	2	2	1.00
SCAF_501	17142	226	13.18	0	113	1	2	0.50
SCAF_502	17124	602	35.16	0	301	15	10	1.50
SCAF_503	17118	2	0.12	0	1	0	0	0
SCAF_504	17076	492	28.81	0	246	17	11	1.55
SCAF_505	17047	0	0.00	0	0	0	0	0
SCAF_506	17043	706	41.42	0	353	13	8	1.62
SCAF_507	17035	828	48.61	0	414	14	19	0.74
SCAF_508	17021	472	27.73	0	236	8	9	0.89
SCAF_509	16971	886	52.21	0	443	11	38	0.29
SCAF_51	66966	2832	42.29	0	1416	86	49	1.76
SCAF_510	16897	1044	61.79	0	522	31	15	2.07
SCAF_511	16849	526	31.22	0	263	7	12	0.58
SCAF_512	16807	588	34.99	0	294	4	19	0.21
SCAF_513	16787	68	4.05	0	34	0	0	0
SCAF_514	16784	978	58.27	0	489	12	26	0.46
SCAF_515	16776	1518	90.49	0	759	19	51	0.37
SCAF_516	16745	108	6.45	0	54	2	2	1.00
SCAF_517	16741	686	40.98	0	343	1	6	0.17
SCAF_518	16733	1082	64.66	0	541	26	15	1.73
SCAF_519	16710	892	53.38	0	446	3	11	0.27
SCAF_52	66855	2352	35.18	0	1176	70	61	1.15
SCAF_520	16702	164	9.82	0	82	0	2	0.00
SCAF_521	16701	654	39.16	0	327	9	11	0.82
SCAF_522	16645	210	12.62	0	105	2	2	1.00
SCAF_523	16623	934	56.19	0	467	15	26	0.58
SCAF_524	16568	330	19.92	0	165	0	2	0.00
SCAF_525	16548	266	16.07	0	133	3	3	1.00
SCAF_526	16541	470	28.41	0	235	5	13	0.38
SCAF_527	16518	56	3.39	0	28	0	2	0.00
SCAF_528	16510	666	40.34	0	333	1	20	0.05
SCAF_529	16492	564	34.20	0	282	10	6	1.67
SCAF_53	65552	1902	29.02	0	951	43	33	1.30
SCAF_530	16462	276	16.77	0	138	2	9	0.22
SCAF_531	16461	94	5.71	0	47	0	0	0
SCAF_532	16447	750	45.60	0	375	23	14	1.64
SCAF_533	16383	598	36.50	0	299	22	9	2.44
SCAF_534	16345	510	31.20	0	255	3	6	0.50
SCAF_535	16343	202	12.36	0	101	3	2	1.50
SCAF_536	16333	264	16.16	0	132	3	0	0
SCAF_537	16287	710	43.59	0	355	23	16	1.44
SCAF_538	16266	768	47.22	0	384	8	30	0.27
SCAF_539	16246	88	5.42	0	44	0	0	0
SCAF_54	65267	1892	28.99	0	946	64	31	2.06
